Time step	Time[s]	Unit	at min(x)	at max(x)	Difference
1	1.1099271887764162	[V]	5.0101915096119605	1.6204794453221063	3.389712064289854
2	2.4973361747469363	[V]	5.012691501885523	1.5998820125057698	3.412809489379753
3	4.231597407210087	[V]	5.015422041742944	1.5821392682226694	3.4332827735202747
4	6.399423947789025	[V]	5.018421033168382	1.565452650509777	3.4529683826586046
5	9.109207123512697	[V]	5.02169066183583	1.549396976212789	3.472293685623041
6	12.496436093167286	[V]	5.025229394653439	1.5340624896155506	3.491166905037889
7	16.730472305235523	[V]	5.029033188999422	1.5198392560851923	3.50919393291423
8	22.02301757032082	[V]	5.033120195986941	1.5076435419231395	3.525476654063801
9	28.638699151677443	[V]	5.0375109230002995	1.4998896864886226	3.5376212365116766
10	36.908301128373225	[V]	5.042253330344639	1.496392733309972	3.5458605970346673
11	47.245303599242945	[V]	5.0474153776575506	1.4940585577231809	3.5533568199343697
12	58.344575487007106	[V]	5.052287190402935	1.4910190084378525	3.561268181965082
13	69.44384737477127	[V]	5.056629093447686	1.487312653399194	3.569316440048492
14	80.54311926253543	[V]	5.0605510185372164	1.4831530230729362	3.5773979954642803
15	91.64239115029959	[V]	5.064111956933791	1.4787628931902352	3.585349063743556
16	102.74166303806375	[V]	5.0673462910575475	1.4743264224026942	3.5930198686548533
17	113.84093492582791	[V]	5.070280069234038	1.469926457617207	3.600353611616831
18	124.94020681359207	[V]	5.072943195588338	1.4656175515552177	3.6073256440331205
19	136.03947870135624	[V]	5.075367199724673	1.4614399987160367	3.6139272010086367
20	147.1387505891204	[V]	5.077590874957026	1.4573941363507579	3.6201967386062677
21	158.23802247688457	[V]	5.079653627160359	1.453465442717139	3.6261881844432198
22	169.33729436464873	[V]	5.081588981802103	1.4497013413393876	3.631887640462715
23	180.4365662524129	[V]	5.083427237339427	1.446173349981752	3.6372538873576747
24	191.53583814017705	[V]	5.085195411274333	1.4428704844582514	3.642324926816082
25	202.6351100279412	[V]	5.0869139481073935	1.4397332892408923	3.6471806588665014
26	213.73438191570537	[V]	5.088598495370842	1.4367417365370094	3.6518567588338327
27	224.83365380346953	[V]	5.090262466801236	1.433927414417255	3.656335052383981
28	235.9329256912337	[V]	5.09191663679213	1.431347054755182	3.6605695820369473
29	247.03219757899785	[V]	5.09357068726625	1.4290673929778557	3.6645032942883944
30	258.13146946676204	[V]	5.095235416442148	1.4271141498634368	3.6681212665787113
31	269.23074135452623	[V]	5.096921330118665	1.4254517978489105	3.6714695322697546
32	280.3300132422904	[V]	5.0986355616853585	1.424013026907524	3.6746225347778347
33	291.4292851300546	[V]	5.100382723367798	1.4227367198004939	3.6776460035673044
34	302.5285570178188	[V]	5.1021670561348635	1.421588858672261	3.6805781974626024
35	313.627828905583	[V]	5.1039928072563905	1.420556245421487	3.6834365618349034
36	324.7271007933472	[V]	5.1058635108939034	1.419633546675888	3.6862299642180156
37	335.82637268111137	[V]	5.107781874899559	1.4188183058063686	3.6889635690931906
38	346.92564456887555	[V]	5.109750557649466	1.418108250200036	3.6916423074494302
39	358.02491645663974	[V]	5.111772026785641	1.4174979750287304	3.69427405175691
40	369.12418834440393	[V]	5.113847885400115	1.4169792211229113	3.6968686642772033
41	380.2234602321681	[V]	5.115978559559802	1.4165414728358765	3.6994370867239255
42	391.3227321199323	[V]	5.118163581774668	1.4161722564456567	3.701991325329011
43	402.4220040076965	[V]	5.120402169206775	1.4158578092270997	3.7045443599796757
44	413.5212758954607	[V]	5.122693249172527	1.4155848909669542	3.7071083582055726
45	424.6205477832249	[V]	5.125035344420775	1.4153427295744336	3.7096926148463414
46	435.71981967098907	[V]	5.127426436210622	1.4151234376087178	3.7123029986019045
47	446.81909155875326	[V]	5.129864242792238	1.4149209906391929	3.7149432521530454
48	457.91836344651745	[V]	5.132346602013498	1.4147299268112083	3.7176166752022892
49	469.01763533428164	[V]	5.134871590007394	1.414545321994973	3.7203262680124203
50	480.1169072220458	[V]	5.13743749808846	1.414362975355264	3.723074522733196
51	491.21617910981	[V]	5.1400428074425175	1.4141792984586947	3.7258635089838226
52	502.3154509975742	[V]	5.142686179401422	1.4139911742807754	3.7286950051206467
53	513.4147228853384	[V]	5.1453664674253945	1.413795698497379	3.7315707689280155
54	524.5139947731026	[V]	5.14808276373542	1.4135896715704994	3.7344930921649206
55	535.6132666608668	[V]	5.150835026840118	1.4133694506561978	3.7374655761839204
56	546.712538548631	[V]	5.15362149066799	1.4131336226651827	3.7404878680028073
57	557.8118104363951	[V]	5.156442118710945	1.4128807695713976	3.7435613491395476
58	568.9110823241593	[V]	5.159296340374021	1.4126102287848135	3.7466861115892076
59	580.0103542119235	[V]	5.162183600352383	1.4123203306718655	3.7498632696805174
60	591.1096260996877	[V]	5.165103360080578	1.4120082082052172	3.753095151875361
61	602.2088979874519	[V]	5.168055073622345	1.4116700970625096	3.756384976559836
62	613.3081698752161	[V]	5.17103817358481	1.4113016599062171	3.7597365136785927
63	624.4074417629803	[V]	5.174052066834372	1.4108977492156334	3.763154317618739
64	635.5067136507445	[V]	5.177096217570713	1.4104523524618024	3.766643865108911
65	646.6059855385087	[V]	5.180170597709523	1.409959095029709	3.770211502679814
66	657.7052574262729	[V]	5.183276701759528	1.409410433744916	3.7738662680146122
67	668.804529314037	[V]	5.186418868810955	1.4087970380005568	3.7776218308103986
68	679.9038012018012	[V]	5.189604425534543	1.408108810192377	3.7814956153421657
69	691.0030730895654	[V]	5.192842274875434	1.407337545917489	3.785504728957945
70	702.1023449773296	[V]	5.196141612473854	1.406479464909115	3.789662147564739
71	713.2016168650938	[V]	5.1995125300115035	1.405536150838682	3.7939763791728214
72	724.300888752858	[V]	5.202967073747544	1.404511592345041	3.7984554814025033
73	735.4001606406222	[V]	5.206511949460174	1.4034128678038689	3.8030990816563053
74	746.4994325283864	[V]	5.210151698513156	1.4022477413326682	3.8079039571804882
75	757.5987044161506	[V]	5.213889700276153	1.4010236388784816	3.812866061397671
76	768.6979763039147	[V]	5.217727323711351	1.3997461964153441	3.817981127296007
77	779.7972481916789	[V]	5.221663387463188	1.3984175995852324	3.8232457878779558
78	790.8965200794431	[V]	5.225694991215577	1.3970366716463094	3.828658319569268
79	801.9957919672073	[V]	5.22981835968273	1.395605562359534	3.834212797323196
80	813.0950638549715	[V]	5.234029159641516	1.3941408986123298	3.839888261029186
81	824.1943357427357	[V]	5.238325995452238	1.3926719452531018	3.845654050199136
82	835.2936076304999	[V]	5.242707063489348	1.3912320333334443	3.851475030155904
83	846.3928795182641	[V]	5.247170640613876	1.3898523690455165	3.85731827156836
84	857.4921514060283	[V]	5.251714497947755	1.3885583728819306	3.8631561250658244
85	868.5914232937924	[V]	5.256335541896718	1.3873652583646126	3.8689702835321054
86	879.6906951815566	[V]	5.261029529823163	1.3862768250183501	3.8747527048048127
87	890.7899670693208	[V]	5.265791971484379	1.3852884233181444	3.880503548166235
88	901.889238957085	[V]	5.270619127266366	1.384393208987553	3.8862259182788135
89	912.9885108448492	[V]	5.275507751645131	1.3835871975656795	3.8919205540794515
90	924.0877827326134	[V]	5.280454520797812	1.3828673965308582	3.8975871242669538
91	935.1870546203776	[V]	5.285455899270936	1.3822292967006309	3.903226602570305
92	946.2863265081418	[V]	5.290508119639227	1.3816663090400916	3.908841810599136
93	957.385598395906	[V]	5.295607063045033	1.381169602691923	3.91443746035311
94	968.4848702836701	[V]	5.300748683324323	1.3807279345328483	3.9200207487914747
95	979.5841421714343	[V]	5.305926853660692	1.380330672069527	3.925596181591165
96	990.6834140591985	[V]	5.311137134960335	1.3799667211708377	3.931170413789497
97	1001.7826859469627	[V]	5.316374464642902	1.3796285343187462	3.9367459303241557
98	1012.8819578347269	[V]	5.321633747329148	1.3793110648845157	3.9423226824446322
99	1023.9812297224911	[V]	5.32691055637961	1.379010536510408	3.947900019869202
100	1035.0805016102552	[V]	5.332204210673636	1.378723861266289	3.9534803494073465
101	1046.1797734980194	[V]	5.33752005383267	1.3784485549250654	3.959071498907605
102	1057.2790453857835	[V]	5.342866261471479	1.3781826607794299	3.964683600692049
103	1068.3783172735477	[V]	5.348254129383646	1.3779246123098219	3.970329517073824
104	1079.477589161312	[V]	5.353693457700256	1.3776730194397007	3.9760204382605555
105	1090.5768610490761	[V]	5.359189224393982	1.3774264468908284	3.981762777503154
106	1101.6761329368403	[V]	5.36474372934951	1.3771834682195683	3.987560261129942
107	1112.7754048246045	[V]	5.370357676331293	1.376942629275701	3.9934150470555916
108	1123.8746767123687	[V]	5.37603122682778	1.3767024700077615	3.9993287568200184
109	1134.9739486001329	[V]	5.38176436741396	1.376461635381607	4.005302732032353
110	1146.073220487897	[V]	5.387556971453984	1.3762190044071574	4.011337967046827
111	1157.1724923756612	[V]	5.393408822437688	1.3759736307295694	4.017435191708119
112	1168.2717642634254	[V]	5.3993196332557405	1.3757245227935893	4.023595110462152
113	1179.3710361511896	[V]	5.405289063922629	1.3754703997401123	4.029818664182517
114	1190.4703080389538	[V]	5.411316731126663	1.375209606656836	4.036107124469827
115	1201.569579926718	[V]	5.417402204685611	1.3749402440717151	4.042461960613895
116	1212.6688518144822	[V]	5.423545497427188	1.3746595641237662	4.048885933303422
117	1223.7681237022464	[V]	5.429745153828011	1.3743666484393025	4.055378505388709
118	1234.8673955900106	[V]	5.436001032973964	1.3740585044205142	4.06194252855345
119	1245.9666674777748	[V]	5.44231254981915	1.3737325441189843	4.0685800057001655
120	1257.065939365539	[V]	5.448679078321411	1.3733860637471182	4.075293014574292
121	1268.1652112533031	[V]	5.455099973869092	1.373016165079307	4.082083808789784
122	1279.2644831410673	[V]	5.4615745783774035	1.3726196837362254	4.088954894641178
123	1290.3637550288315	[V]	5.468102224051518	1.37219317714568	4.095909046905838
124	1299.243172539043	[V]	5.473361247666954	1.3718274118591267	4.101533835807827
125	1306.346706547212	[V]	5.477591464610008	1.3715180165544085	4.106073448055599
126	1312.0295337537473	[V]	5.480990962493952	1.3712573242141075	4.109733638279845
127	1316.5757955189754	[V]	5.48372012897932	1.3710398364690242	4.112680292510295
128	1320.212804931158	[V]	5.485909562952185	1.3708596734010334	4.115049889551152
129	1323.1224124609041	[V]	5.487665008740674	1.3707113383683023	4.1169536703723715
130	1325.8972304328452	[V]	5.48934235953036	1.3705663558016508	4.118776003728709
131	1328.6720484047862	[V]	5.491022908245265	1.3704177102314317	4.120605198013833
132	1331.4468663767273	[V]	5.492706661666698	1.3702652106189588	4.12244145104774
133	1334.2216843486683	[V]	5.494393610731211	1.3701086855390467	4.124284925192164
134	1336.9965023206094	[V]	5.496083743873284	1.3699479736940567	4.126135770179228
135	1339.7713202925504	[V]	5.497777048102587	1.369782891099896	4.127994157002691
136	1342.5461382644914	[V]	5.499473504354459	1.3696132537723995	4.129860250582059
137	1345.3209562364325	[V]	5.501173083817982	1.3694388643261581	4.1317342194918245
138	1348.0957742083735	[V]	5.502875748447538	1.369259507858779	4.1336162405887595
139	1350.8705921803146	[V]	5.504581445590316	1.3690749503801636	4.135506495210152
140	1353.6454101522556	[V]	5.506290108400994	1.3688849151250684	4.137405193275925
