Iteration	Time[s]	Self-consistency iteration	Newton_iteration	Potential relative norm[%]	Concentration relative norm[%]
19.0	136.03947870135624	3.0	4.0	8.692604988344762e-13	2.2845882374712822e-11
20.0	147.1387505891204	1.0	1.0	1.0	1.0
20.0	147.1387505891204	1.0	2.0	1.0	1.0
20.0	147.1387505891204	1.0	3.0	1.0	1.0
20.0	147.1387505891204	1.0	4.0	1.2488965959748338e-11	1.567353652612975e-10
20.0	147.1387505891204	2.0	1.0	1.0	1.0
20.0	147.1387505891204	2.0	2.0	1.0	1.0
20.0	147.1387505891204	2.0	3.0	1.0	1.0
20.0	147.1387505891204	2.0	4.0	1.2484904709290997e-11	1.566571022518891e-10
20.0	147.1387505891204	3.0	1.0	1.0	1.0
20.0	147.1387505891204	3.0	2.0	1.0	1.0
20.0	147.1387505891204	3.0	3.0	1.0	1.0
20.0	147.1387505891204	3.0	4.0	1.2745257104721211e-11	1.5905837870404335e-10
21.0	158.23802247688457	1.0	1.0	1.0	1.0
21.0	158.23802247688457	1.0	2.0	1.0	1.0
21.0	158.23802247688457	1.0	3.0	1.0	1.0
21.0	158.23802247688457	1.0	4.0	6.869623642697571e-14	6.568566672524117e-11
21.0	158.23802247688457	2.0	1.0	1.0	1.0
21.0	158.23802247688457	2.0	2.0	1.0	1.0
21.0	158.23802247688457	2.0	3.0	1.0	1.0
21.0	158.23802247688457	2.0	4.0	7.559256717190335e-14	6.577377703792023e-11
21.0	158.23802247688457	3.0	1.0	1.0	1.0
21.0	158.23802247688457	3.0	2.0	1.0	1.0
21.0	158.23802247688457	3.0	3.0	1.0	1.0
21.0	158.23802247688457	3.0	4.0	7.243871593994346e-14	6.576613349224416e-11
22.0	169.33729436464873	1.0	1.0	1.0	1.0
22.0	169.33729436464873	1.0	2.0	1.0	1.0
22.0	169.33729436464873	1.0	3.0	1.0	1.0
22.0	169.33729436464873	1.0	4.0	1.6393717589956362e-11	1.9074395807890722e-10
22.0	169.33729436464873	2.0	1.0	1.0	1.0
22.0	169.33729436464873	2.0	2.0	1.0	1.0
22.0	169.33729436464873	2.0	3.0	1.0	1.0
22.0	169.33729436464873	2.0	4.0	1.0155600920688962e-11	1.3906629897681881e-10
22.0	169.33729436464873	3.0	1.0	1.0	1.0
22.0	169.33729436464873	3.0	2.0	1.0	1.0
22.0	169.33729436464873	3.0	3.0	1.0	1.0
22.0	169.33729436464873	3.0	4.0	1.0134956259416726e-11	1.3891823807882155e-10
23.0	180.4365662524129	1.0	1.0	1.0	1.0
23.0	180.4365662524129	1.0	2.0	1.0	1.0
23.0	180.4365662524129	1.0	3.0	1.0	1.0
23.0	180.4365662524129	1.0	4.0	3.39617111443714e-12	2.5922231240481284e-10
23.0	180.4365662524129	2.0	1.0	1.0	1.0
23.0	180.4365662524129	2.0	2.0	1.0	1.0
23.0	180.4365662524129	2.0	3.0	1.0	1.0
23.0	180.4365662524129	2.0	4.0	1.3340888390189964e-12	2.4125122317564494e-10
23.0	180.4365662524129	3.0	1.0	1.0	1.0
23.0	180.4365662524129	3.0	2.0	1.0	1.0
23.0	180.4365662524129	3.0	3.0	1.0	1.0
23.0	180.4365662524129	3.0	4.0	1.212826491020245e-12	2.4019428654999263e-10
24.0	191.53583814017705	1.0	1.0	1.0	1.0
24.0	191.53583814017705	1.0	2.0	1.0	1.0
24.0	191.53583814017705	1.0	3.0	1.0	1.0
24.0	191.53583814017705	1.0	4.0	1.585641643570626e-12	9.502383585999352e-11
24.0	191.53583814017705	2.0	1.0	1.0	1.0
24.0	191.53583814017705	2.0	2.0	1.0	1.0
24.0	191.53583814017705	2.0	3.0	1.0	1.0
24.0	191.53583814017705	2.0	4.0	1.1526761005188725e-12	1.0774538205865068e-10
24.0	191.53583814017705	3.0	1.0	1.0	1.0
24.0	191.53583814017705	3.0	2.0	1.0	1.0
24.0	191.53583814017705	3.0	3.0	1.0	1.0
24.0	191.53583814017705	3.0	4.0	1.431988398357134e-12	9.123577793860835e-11
25.0	202.6351100279412	1.0	1.0	1.0	1.0
25.0	202.6351100279412	1.0	2.0	1.0	1.0
25.0	202.6351100279412	1.0	3.0	1.0	1.0
25.0	202.6351100279412	1.0	4.0	5.341209894775787e-11	5.784685505787515e-10
25.0	202.6351100279412	2.0	1.0	1.0	1.0
25.0	202.6351100279412	2.0	2.0	1.0	1.0
25.0	202.6351100279412	2.0	3.0	1.0	1.0
25.0	202.6351100279412	2.0	4.0	1.47613226489741e-12	7.076375865378544e-12
25.0	202.6351100279412	3.0	1.0	1.0	1.0
25.0	202.6351100279412	3.0	2.0	1.0	1.0
25.0	202.6351100279412	3.0	3.0	1.0	1.0
25.0	202.6351100279412	3.0	4.0	1.5091162819605278e-12	6.993437682418091e-12
26.0	213.73438191570537	1.0	1.0	1.0	1.0
26.0	213.73438191570537	1.0	2.0	1.0	1.0
26.0	213.73438191570537	1.0	3.0	1.0	1.0
26.0	213.73438191570537	1.0	4.0	9.437382029597231e-11	4.907649520464153e-10
26.0	213.73438191570537	2.0	1.0	1.0	1.0
26.0	213.73438191570537	2.0	2.0	1.0	1.0
26.0	213.73438191570537	2.0	3.0	1.0	1.0
26.0	213.73438191570537	2.0	4.0	5.4904568813990396e-11	5.515759179561806e-10
26.0	213.73438191570537	3.0	1.0	1.0	1.0
26.0	213.73438191570537	3.0	2.0	1.0	1.0
26.0	213.73438191570537	3.0	3.0	1.0	1.0
26.0	213.73438191570537	3.0	4.0	1.0926626414031285e-10	5.434136591733534e-10
27.0	224.83365380346953	1.0	1.0	1.0	1.0
27.0	224.83365380346953	1.0	2.0	1.0	1.0
27.0	224.83365380346953	1.0	3.0	1.0	1.0
27.0	224.83365380346953	1.0	4.0	1.0918807388301466e-12	2.2504125609031898e-10
27.0	224.83365380346953	2.0	1.0	1.0	1.0
27.0	224.83365380346953	2.0	2.0	1.0	1.0
27.0	224.83365380346953	2.0	3.0	1.0	1.0
27.0	224.83365380346953	2.0	4.0	8.046206837959231e-13	2.2257601863965097e-10
27.0	224.83365380346953	3.0	1.0	1.0	1.0
27.0	224.83365380346953	3.0	2.0	1.0	1.0
27.0	224.83365380346953	3.0	3.0	1.0	1.0
27.0	224.83365380346953	3.0	4.0	1.2014039534121806e-12	2.237501771776202e-10
28.0	235.9329256912337	1.0	1.0	1.0	1.0
28.0	235.9329256912337	1.0	2.0	1.0	1.0
28.0	235.9329256912337	1.0	3.0	1.0	1.0
28.0	235.9329256912337	1.0	4.0	1.7290299226447307e-11	4.3006056715423386e-10
28.0	235.9329256912337	2.0	1.0	1.0	1.0
28.0	235.9329256912337	2.0	2.0	1.0	1.0
28.0	235.9329256912337	2.0	3.0	1.0	1.0
28.0	235.9329256912337	2.0	4.0	1.7874055618506002e-11	4.2997353356773614e-10
28.0	235.9329256912337	3.0	1.0	1.0	1.0
28.0	235.9329256912337	3.0	2.0	1.0	1.0
28.0	235.9329256912337	3.0	3.0	1.0	1.0
28.0	235.9329256912337	3.0	4.0	1.7686673148723476e-11	4.288119006018131e-10
29.0	247.03219757899785	1.0	1.0	1.0	1.0
29.0	247.03219757899785	1.0	2.0	1.0	1.0
29.0	247.03219757899785	1.0	3.0	1.0	1.0
29.0	247.03219757899785	1.0	4.0	1.583416390030888e-10	5.2223708134086336e-09
29.0	247.03219757899785	2.0	1.0	1.0	1.0
