Iteration	Time[s]	Self-consistency iteration	Newton_iteration	Potential relative norm[%]	Concentration relative norm[%]
29.0	247.03219757899785	2.0	2.0	1.0	1.0
29.0	247.03219757899785	2.0	3.0	1.0	1.0
29.0	247.03219757899785	2.0	4.0	3.127741161871944e-11	2.8715914100482646e-09
29.0	247.03219757899785	3.0	1.0	1.0	1.0
29.0	247.03219757899785	3.0	2.0	1.0	1.0
29.0	247.03219757899785	3.0	3.0	1.0	1.0
29.0	247.03219757899785	3.0	4.0	3.390948711505351e-11	2.9341273714732915e-09
30.0	258.13146946676204	1.0	1.0	1.0	1.0
30.0	258.13146946676204	1.0	2.0	1.0	1.0
30.0	258.13146946676204	1.0	3.0	1.0	1.0
30.0	258.13146946676204	1.0	4.0	1.7254973170764484e-11	3.500559585124171e-10
30.0	258.13146946676204	2.0	1.0	1.0	1.0
30.0	258.13146946676204	2.0	2.0	1.0	1.0
30.0	258.13146946676204	2.0	3.0	1.0	1.0
30.0	258.13146946676204	2.0	4.0	3.3085950062733574e-12	1.8372044734546047e-10
30.0	258.13146946676204	3.0	1.0	1.0	1.0
30.0	258.13146946676204	3.0	2.0	1.0	1.0
30.0	258.13146946676204	3.0	3.0	1.0	1.0
30.0	258.13146946676204	3.0	4.0	2.6021311919711796e-12	1.780967615915107e-10
31.0	269.23074135452623	1.0	1.0	1.0	1.0
31.0	269.23074135452623	1.0	2.0	1.0	1.0
31.0	269.23074135452623	1.0	3.0	1.0	1.0
31.0	269.23074135452623	1.0	4.0	2.0058264410905505e-10	2.722907319582238e-09
31.0	269.23074135452623	2.0	1.0	1.0	1.0
31.0	269.23074135452623	2.0	2.0	1.0	1.0
31.0	269.23074135452623	2.0	3.0	1.0	1.0
31.0	269.23074135452623	2.0	4.0	1.8101015010989268e-10	2.408821295850466e-09
31.0	269.23074135452623	3.0	1.0	1.0	1.0
31.0	269.23074135452623	3.0	2.0	1.0	1.0
31.0	269.23074135452623	3.0	3.0	1.0	1.0
31.0	269.23074135452623	3.0	4.0	1.790988590429774e-10	2.3807184757891625e-09
32.0	280.3300132422904	1.0	1.0	1.0	1.0
32.0	280.3300132422904	1.0	2.0	1.0	1.0
32.0	280.3300132422904	1.0	3.0	1.0	1.0
32.0	280.3300132422904	1.0	4.0	8.360800217828873e-11	7.32549984479211e-10
32.0	280.3300132422904	2.0	1.0	1.0	1.0
32.0	280.3300132422904	2.0	2.0	1.0	1.0
32.0	280.3300132422904	2.0	3.0	1.0	1.0
32.0	280.3300132422904	2.0	4.0	8.507433981608322e-11	2.3011124475410095e-10
32.0	280.3300132422904	3.0	1.0	1.0	1.0
32.0	280.3300132422904	3.0	2.0	1.0	1.0
32.0	280.3300132422904	3.0	3.0	1.0	1.0
32.0	280.3300132422904	3.0	4.0	8.552696478825249e-11	2.2992650858868488e-10
33.0	291.4292851300546	1.0	1.0	1.0	1.0
33.0	291.4292851300546	1.0	2.0	1.0	1.0
33.0	291.4292851300546	1.0	3.0	1.0	1.0
33.0	291.4292851300546	1.0	4.0	2.052214827214532e-13	1.3382240766223751e-11
33.0	291.4292851300546	2.0	1.0	1.0	1.0
33.0	291.4292851300546	2.0	2.0	1.0	1.0
33.0	291.4292851300546	2.0	3.0	1.0	1.0
33.0	291.4292851300546	2.0	4.0	2.1845405896086235e-13	1.3525151641363737e-11
33.0	291.4292851300546	3.0	1.0	1.0	1.0
33.0	291.4292851300546	3.0	2.0	1.0	1.0
33.0	291.4292851300546	3.0	3.0	1.0	1.0
33.0	291.4292851300546	3.0	4.0	2.168255896968476e-13	1.3514468175598992e-11
34.0	302.5285570178188	1.0	1.0	1.0	1.0
34.0	302.5285570178188	1.0	2.0	1.0	1.0
34.0	302.5285570178188	1.0	3.0	1.0	1.0
34.0	302.5285570178188	1.0	4.0	2.066258819037017e-11	3.115535523588226e-10
34.0	302.5285570178188	2.0	1.0	1.0	1.0
34.0	302.5285570178188	2.0	2.0	1.0	1.0
34.0	302.5285570178188	2.0	3.0	1.0	1.0
34.0	302.5285570178188	2.0	4.0	4.209416329985377e-11	6.206288557018305e-10
34.0	302.5285570178188	3.0	1.0	1.0	1.0
34.0	302.5285570178188	3.0	2.0	1.0	1.0
34.0	302.5285570178188	3.0	3.0	1.0	1.0
34.0	302.5285570178188	3.0	4.0	4.1933959947246016e-11	6.175001948928903e-10
35.0	313.627828905583	1.0	1.0	1.0	1.0
35.0	313.627828905583	1.0	2.0	1.0	1.0
35.0	313.627828905583	1.0	3.0	1.0	1.0
35.0	313.627828905583	1.0	4.0	2.5668207173592274e-11	9.122662427300115e-10
35.0	313.627828905583	2.0	1.0	1.0	1.0
35.0	313.627828905583	2.0	2.0	1.0	1.0
35.0	313.627828905583	2.0	3.0	1.0	1.0
35.0	313.627828905583	2.0	4.0	2.793074097030148e-11	9.627681033669543e-10
35.0	313.627828905583	3.0	1.0	1.0	1.0
35.0	313.627828905583	3.0	2.0	1.0	1.0
35.0	313.627828905583	3.0	3.0	1.0	1.0
35.0	313.627828905583	3.0	4.0	2.8020457213784137e-11	9.642268682047736e-10
36.0	324.7271007933472	1.0	1.0	1.0	1.0
36.0	324.7271007933472	1.0	2.0	1.0	1.0
36.0	324.7271007933472	1.0	3.0	1.0	1.0
36.0	324.7271007933472	1.0	4.0	2.339225933209882e-11	4.596402265840817e-10
36.0	324.7271007933472	2.0	1.0	1.0	1.0
36.0	324.7271007933472	2.0	2.0	1.0	1.0
36.0	324.7271007933472	2.0	3.0	1.0	1.0
36.0	324.7271007933472	2.0	4.0	1.66370194321468e-11	3.0325222345524904e-10
36.0	324.7271007933472	3.0	1.0	1.0	1.0
36.0	324.7271007933472	3.0	2.0	1.0	1.0
36.0	324.7271007933472	3.0	3.0	1.0	1.0
36.0	324.7271007933472	3.0	4.0	1.6544075657799826e-11	3.0151580768942823e-10
37.0	335.82637268111137	1.0	1.0	1.0	1.0
37.0	335.82637268111137	1.0	2.0	1.0	1.0
37.0	335.82637268111137	1.0	3.0	1.0	1.0
37.0	335.82637268111137	1.0	4.0	2.4663276172629924e-11	5.724625306488458e-10
37.0	335.82637268111137	2.0	1.0	1.0	1.0
37.0	335.82637268111137	2.0	2.0	1.0	1.0
37.0	335.82637268111137	2.0	3.0	1.0	1.0
37.0	335.82637268111137	2.0	4.0	1.6873863455190682e-11	3.4899916739010435e-10
37.0	335.82637268111137	3.0	1.0	1.0	1.0
37.0	335.82637268111137	3.0	2.0	1.0	1.0
37.0	335.82637268111137	3.0	3.0	1.0	1.0
37.0	335.82637268111137	3.0	4.0	1.6732738071917274e-11	3.4508210267623633e-10
38.0	346.92564456887555	1.0	1.0	1.0	1.0
38.0	346.92564456887555	1.0	2.0	1.0	1.0
38.0	346.92564456887555	1.0	3.0	1.0	1.0
38.0	346.92564456887555	1.0	4.0	2.2169264995203378e-12	9.263451516577453e-11
38.0	346.92564456887555	2.0	1.0	1.0	1.0
38.0	346.92564456887555	2.0	2.0	1.0	1.0
38.0	346.92564456887555	2.0	3.0	1.0	1.0
38.0	346.92564456887555	2.0	4.0	2.0045775318786475e-12	8.940326722688897e-11
38.0	346.92564456887555	3.0	1.0	1.0	1.0
38.0	346.92564456887555	3.0	2.0	1.0	1.0
38.0	346.92564456887555	3.0	3.0	1.0	1.0
38.0	346.92564456887555	3.0	4.0	1.9788489851612434e-12	8.94384617149846e-11
39.0	358.02491645663974	1.0	1.0	1.0	1.0
39.0	358.02491645663974	1.0	2.0	1.0	1.0
39.0	358.02491645663974	1.0	3.0	1.0	1.0
39.0	358.02491645663974	1.0	4.0	5.622759974335408e-13	3.0599619267070004e-11
39.0	358.02491645663974	2.0	1.0	1.0	1.0
39.0	358.02491645663974	2.0	2.0	1.0	1.0
39.0	358.02491645663974	2.0	3.0	1.0	1.0
39.0	358.02491645663974	2.0	4.0	4.969231414824989e-13	2.8585754189751132e-11
39.0	358.02491645663974	3.0	1.0	1.0	1.0
39.0	358.02491645663974	3.0	2.0	1.0	1.0
39.0	358.02491645663974	3.0	3.0	1.0	1.0
39.0	358.02491645663974	3.0	4.0	4.936283811395204e-13	2.8490004726015712e-11
40.0	369.12418834440393	1.0	1.0	1.0	1.0
40.0	369.12418834440393	1.0	2.0	1.0	1.0
40.0	369.12418834440393	1.0	3.0	1.0	1.0
40.0	369.12418834440393	1.0	4.0	1.9493421720395002e-14	4.204369611885075e-12
40.0	369.12418834440393	2.0	1.0	1.0	1.0
40.0	369.12418834440393	2.0	2.0	1.0	1.0
40.0	369.12418834440393	2.0	3.0	1.0	1.0
40.0	369.12418834440393	2.0	4.0	1.212677705757169e-13	4.71049005855873e-12
40.0	369.12418834440393	3.0	1.0	1.0	1.0
40.0	369.12418834440393	3.0	2.0	1.0	1.0
40.0	369.12418834440393	3.0	3.0	1.0	1.0
40.0	369.12418834440393	3.0	4.0	1.208212444941014e-13	4.7264909802897034e-12
41.0	380.2234602321681	1.0	1.0	1.0	1.0
41.0	380.2234602321681	1.0	2.0	1.0	1.0
41.0	380.2234602321681	1.0	3.0	1.0	1.0
41.0	380.2234602321681	1.0	4.0	1.7939440294771524e-13	1.4161899925859436e-11
41.0	380.2234602321681	2.0	1.0	1.0	1.0
41.0	380.2234602321681	2.0	2.0	1.0	1.0
41.0	380.2234602321681	2.0	3.0	1.0	1.0
41.0	380.2234602321681	2.0	4.0	3.004451646429383e-14	8.988021325838576e-12
41.0	380.2234602321681	3.0	1.0	1.0	1.0
41.0	380.2234602321681	3.0	2.0	1.0	1.0
41.0	380.2234602321681	3.0	3.0	1.0	1.0
41.0	380.2234602321681	3.0	4.0	2.970979777543883e-14	8.814141998584401e-12
42.0	391.3227321199323	1.0	1.0	1.0	1.0
42.0	391.3227321199323	1.0	2.0	1.0	1.0
42.0	391.3227321199323	1.0	3.0	1.0	1.0
42.0	391.3227321199323	1.0	4.0	2.8593681197417755e-13	2.6063936682699924e-11
42.0	391.3227321199323	2.0	1.0	1.0	1.0
42.0	391.3227321199323	2.0	2.0	1.0	1.0
42.0	391.3227321199323	2.0	3.0	1.0	1.0
42.0	391.3227321199323	2.0	4.0	2.820547076815303e-13	2.655212746889056e-11
42.0	391.3227321199323	3.0	1.0	1.0	1.0
42.0	391.3227321199323	3.0	2.0	1.0	1.0
42.0	391.3227321199323	3.0	3.0	1.0	1.0
42.0	391.3227321199323	3.0	4.0	1.815501215128403e-13	2.8935843068333142e-11
43.0	402.4220040076965	1.0	1.0	1.0	1.0
43.0	402.4220040076965	1.0	2.0	1.0	1.0
43.0	402.4220040076965	1.0	3.0	1.0	1.0
43.0	402.4220040076965	1.0	4.0	5.355377884846917e-14	1.6346561376484767e-11
43.0	402.4220040076965	2.0	1.0	1.0	1.0
43.0	402.4220040076965	2.0	2.0	1.0	1.0
43.0	402.4220040076965	2.0	3.0	1.0	1.0
43.0	402.4220040076965	2.0	4.0	3.142230102888933e-14	1.7598119368118856e-11
43.0	402.4220040076965	3.0	1.0	1.0	1.0
43.0	402.4220040076965	3.0	2.0	1.0	1.0
43.0	402.4220040076965	3.0	3.0	1.0	1.0
43.0	402.4220040076965	3.0	4.0	4.8928347727398935e-14	1.6576008161486983e-11
44.0	413.5212758954607	1.0	1.0	1.0	1.0
44.0	413.5212758954607	1.0	2.0	1.0	1.0
44.0	413.5212758954607	1.0	3.0	1.0	1.0
44.0	413.5212758954607	1.0	4.0	4.015464870689977e-14	1.0880947137754856e-11
44.0	413.5212758954607	2.0	1.0	1.0	1.0
44.0	413.5212758954607	2.0	2.0	1.0	1.0
44.0	413.5212758954607	2.0	3.0	1.0	1.0
44.0	413.5212758954607	2.0	4.0	3.9109745695521234e-14	1.1021028050778112e-11
44.0	413.5212758954607	3.0	1.0	1.0	1.0
44.0	413.5212758954607	3.0	2.0	1.0	1.0
44.0	413.5212758954607	3.0	3.0	1.0	1.0
44.0	413.5212758954607	3.0	4.0	3.902540266084903e-14	1.1023838978107418e-11
45.0	424.6205477832249	1.0	1.0	1.0	1.0
45.0	424.6205477832249	1.0	2.0	1.0	1.0
45.0	424.6205477832249	1.0	3.0	1.0	1.0
45.0	424.6205477832249	1.0	4.0	2.2365702882988446e-14	5.20556623950763e-12
45.0	424.6205477832249	2.0	1.0	1.0	1.0
45.0	424.6205477832249	2.0	2.0	1.0	1.0
45.0	424.6205477832249	2.0	3.0	1.0	1.0
45.0	424.6205477832249	2.0	4.0	2.254907802787208e-14	5.2614303806438145e-12
45.0	424.6205477832249	3.0	1.0	1.0	1.0
45.0	424.6205477832249	3.0	2.0	1.0	1.0
45.0	424.6205477832249	3.0	3.0	1.0	1.0
45.0	424.6205477832249	3.0	4.0	2.2620721342614527e-14	5.263195387909646e-12
46.0	435.71981967098907	1.0	1.0	1.0	1.0
46.0	435.71981967098907	1.0	2.0	1.0	1.0
46.0	435.71981967098907	1.0	3.0	1.0	1.0
46.0	435.71981967098907	1.0	4.0	5.017934280135011e-15	1.7385538660055384e-12
46.0	435.71981967098907	2.0	1.0	1.0	1.0
46.0	435.71981967098907	2.0	2.0	1.0	1.0
46.0	435.71981967098907	2.0	3.0	1.0	1.0
46.0	435.71981967098907	2.0	4.0	5.096626830454534e-15	1.7612730322016733e-12
46.0	435.71981967098907	3.0	1.0	1.0	1.0
46.0	435.71981967098907	3.0	2.0	1.0	1.0
46.0	435.71981967098907	3.0	3.0	1.0	1.0
46.0	435.71981967098907	3.0	4.0	5.065393960110611e-15	1.761676551875168e-12
47.0	446.81909155875326	1.0	1.0	1.0	1.0
47.0	446.81909155875326	1.0	2.0	1.0	1.0
47.0	446.81909155875326	1.0	3.0	1.0	1.0
47.0	446.81909155875326	1.0	4.0	9.500603676689841e-15	1.8261981729482764e-12
47.0	446.81909155875326	2.0	1.0	1.0	1.0
47.0	446.81909155875326	2.0	2.0	1.0	1.0
47.0	446.81909155875326	2.0	3.0	1.0	1.0
47.0	446.81909155875326	2.0	4.0	9.441963078007256e-15	1.8217648229691222e-12
47.0	446.81909155875326	3.0	1.0	1.0	1.0
47.0	446.81909155875326	3.0	2.0	1.0	1.0
47.0	446.81909155875326	3.0	3.0	1.0	1.0
47.0	446.81909155875326	3.0	4.0	9.451691751469544e-15	1.8227467699644114e-12
48.0	457.91836344651745	1.0	1.0	1.0	1.0
48.0	457.91836344651745	1.0	2.0	1.0	1.0
48.0	457.91836344651745	1.0	3.0	1.0	1.0
48.0	457.91836344651745	1.0	4.0	2.475281989712478e-14	4.852409729895517e-12
48.0	457.91836344651745	2.0	1.0	1.0	1.0
48.0	457.91836344651745	2.0	2.0	1.0	1.0
48.0	457.91836344651745	2.0	3.0	1.0	1.0
48.0	457.91836344651745	2.0	4.0	2.4758398803996976e-14	4.854622522273738e-12
48.0	457.91836344651745	3.0	1.0	1.0	1.0
48.0	457.91836344651745	3.0	2.0	1.0	1.0
48.0	457.91836344651745	3.0	3.0	1.0	1.0
48.0	457.91836344651745	3.0	4.0	2.4754314639678992e-14	4.854449843355307e-12
49.0	469.01763533428164	1.0	1.0	1.0	1.0
49.0	469.01763533428164	1.0	2.0	1.0	1.0
49.0	469.01763533428164	1.0	3.0	1.0	1.0
49.0	469.01763533428164	1.0	4.0	4.756747696966692e-15	9.512364534249563e-14
49.0	469.01763533428164	2.0	1.0	1.0	1.0
49.0	469.01763533428164	2.0	2.0	1.0	1.0
49.0	469.01763533428164	2.0	3.0	1.0	1.0
49.0	469.01763533428164	2.0	4.0	4.756216448453522e-15	9.539394193443172e-14
49.0	469.01763533428164	3.0	1.0	1.0	1.0
49.0	469.01763533428164	3.0	2.0	1.0	1.0
49.0	469.01763533428164	3.0	3.0	1.0	1.0
49.0	469.01763533428164	3.0	4.0	4.761210155366436e-15	9.56608975381551e-14
50.0	480.1169072220458	1.0	1.0	1.0	1.0
50.0	480.1169072220458	1.0	2.0	1.0	1.0
50.0	480.1169072220458	1.0	3.0	1.0	1.0
50.0	480.1169072220458	1.0	4.0	4.75079892655933e-15	1.8070081149071843e-13
50.0	480.1169072220458	2.0	1.0	1.0	1.0
50.0	480.1169072220458	2.0	2.0	1.0	1.0
50.0	480.1169072220458	2.0	3.0	1.0	1.0
50.0	480.1169072220458	2.0	4.0	4.75505469900259e-15	1.8247481451523278e-13
50.0	480.1169072220458	3.0	1.0	1.0	1.0
50.0	480.1169072220458	3.0	2.0	1.0	1.0
50.0	480.1169072220458	3.0	3.0	1.0	1.0
50.0	480.1169072220458	3.0	4.0	4.760721961010664e-15	1.8227374053433086e-13
51.0	491.21617910981	1.0	1.0	1.0	1.0
51.0	491.21617910981	1.0	2.0	1.0	1.0
51.0	491.21617910981	1.0	3.0	1.0	1.0
51.0	491.21617910981	1.0	4.0	4.762540082861231e-15	3.420893089416377e-13
51.0	491.21617910981	2.0	1.0	1.0	1.0
51.0	491.21617910981	2.0	2.0	1.0	1.0
51.0	491.21617910981	2.0	3.0	1.0	1.0
51.0	491.21617910981	2.0	4.0	4.757290895213505e-15	3.4642061166811207e-13
51.0	491.21617910981	3.0	1.0	1.0	1.0
51.0	491.21617910981	3.0	2.0	1.0	1.0
51.0	491.21617910981	3.0	3.0	1.0	1.0
51.0	491.21617910981	3.0	4.0	4.747508032473972e-15	3.46879161798068e-13
52.0	502.3154509975742	1.0	1.0	1.0	1.0
52.0	502.3154509975742	1.0	2.0	1.0	1.0
52.0	502.3154509975742	1.0	3.0	1.0	1.0
52.0	502.3154509975742	1.0	4.0	4.824098247996804e-15	7.489235347039562e-13
52.0	502.3154509975742	2.0	1.0	1.0	1.0
52.0	502.3154509975742	2.0	2.0	1.0	1.0
52.0	502.3154509975742	2.0	3.0	1.0	1.0
52.0	502.3154509975742	2.0	4.0	4.8522777501154e-15	7.601116216491668e-13
52.0	502.3154509975742	3.0	1.0	1.0	1.0
52.0	502.3154509975742	3.0	2.0	1.0	1.0
52.0	502.3154509975742	3.0	3.0	1.0	1.0
52.0	502.3154509975742	3.0	4.0	4.8199347011334655e-15	7.612269006352848e-13
53.0	513.4147228853384	1.0	1.0	1.0	1.0
53.0	513.4147228853384	1.0	2.0	1.0	1.0
53.0	513.4147228853384	1.0	3.0	1.0	1.0
53.0	513.4147228853384	1.0	4.0	5.044151050396463e-15	2.0246120797747706e-12
53.0	513.4147228853384	2.0	1.0	1.0	1.0
53.0	513.4147228853384	2.0	2.0	1.0	1.0
53.0	513.4147228853384	2.0	3.0	1.0	1.0
53.0	513.4147228853384	2.0	4.0	1.5787601256476497e-14	2.099657125481954e-12
53.0	513.4147228853384	3.0	1.0	1.0	1.0
53.0	513.4147228853384	3.0	2.0	1.0	1.0
53.0	513.4147228853384	3.0	3.0	1.0	1.0
53.0	513.4147228853384	3.0	4.0	1.6028075893515473e-14	2.103018762254889e-12
54.0	524.5139947731026	1.0	1.0	1.0	1.0
54.0	524.5139947731026	1.0	2.0	1.0	1.0
54.0	524.5139947731026	1.0	3.0	1.0	1.0
54.0	524.5139947731026	1.0	4.0	8.749761364152355e-15	4.273200672891079e-12
54.0	524.5139947731026	2.0	1.0	1.0	1.0
54.0	524.5139947731026	2.0	2.0	1.0	1.0
54.0	524.5139947731026	2.0	3.0	1.0	1.0
54.0	524.5139947731026	2.0	4.0	8.847302866437504e-15	4.348784959775958e-12
54.0	524.5139947731026	3.0	1.0	1.0	1.0
54.0	524.5139947731026	3.0	2.0	1.0	1.0
54.0	524.5139947731026	3.0	3.0	1.0	1.0
54.0	524.5139947731026	3.0	4.0	8.897890664475156e-15	4.354680588087188e-12
55.0	535.6132666608668	1.0	1.0	1.0	1.0
55.0	535.6132666608668	1.0	2.0	1.0	1.0
55.0	535.6132666608668	1.0	3.0	1.0	1.0
55.0	535.6132666608668	1.0	4.0	7.979754675834447e-14	7.949199323345071e-12
55.0	535.6132666608668	2.0	1.0	1.0	1.0
55.0	535.6132666608668	2.0	2.0	1.0	1.0
55.0	535.6132666608668	2.0	3.0	1.0	1.0
55.0	535.6132666608668	2.0	4.0	2.8538567353761306e-14	6.979345254245448e-12
55.0	535.6132666608668	3.0	1.0	1.0	1.0
55.0	535.6132666608668	3.0	2.0	1.0	1.0
55.0	535.6132666608668	3.0	3.0	1.0	1.0
55.0	535.6132666608668	3.0	4.0	3.098569513739029e-14	7.04625018832618e-12
55.0	535.6132666608668	4.0	1.0	1.0	1.0
55.0	535.6132666608668	4.0	2.0	1.0	1.0
55.0	535.6132666608668	4.0	3.0	1.0	1.0
55.0	535.6132666608668	4.0	4.0	3.121774247757957e-14	7.056416078258998e-12
56.0	546.712538548631	1.0	1.0	1.0	1.0
56.0	546.712538548631	1.0	2.0	1.0	1.0
56.0	546.712538548631	1.0	3.0	1.0	1.0
56.0	546.712538548631	1.0	4.0	4.5154951628252606e-14	6.8822232832190075e-12
56.0	546.712538548631	2.0	1.0	1.0	1.0
56.0	546.712538548631	2.0	2.0	1.0	1.0
56.0	546.712538548631	2.0	3.0	1.0	1.0
56.0	546.712538548631	2.0	4.0	7.768548975784342e-14	7.324490252727458e-12
56.0	546.712538548631	3.0	1.0	1.0	1.0
56.0	546.712538548631	3.0	2.0	1.0	1.0
56.0	546.712538548631	3.0	3.0	1.0	1.0
56.0	546.712538548631	3.0	4.0	7.826153352004076e-14	7.346111630642515e-12
56.0	546.712538548631	4.0	1.0	1.0	1.0
56.0	546.712538548631	4.0	2.0	1.0	1.0
56.0	546.712538548631	4.0	3.0	1.0	1.0
56.0	546.712538548631	4.0	4.0	7.843332070727014e-14	7.352813728941812e-12
57.0	557.8118104363951	1.0	1.0	1.0	1.0
57.0	557.8118104363951	1.0	2.0	1.0	1.0
57.0	557.8118104363951	1.0	3.0	1.0	1.0
57.0	557.8118104363951	1.0	4.0	4.415906848728407e-14	5.861499347665812e-12
57.0	557.8118104363951	2.0	1.0	1.0	1.0
57.0	557.8118104363951	2.0	2.0	1.0	1.0
57.0	557.8118104363951	2.0	3.0	1.0	1.0
57.0	557.8118104363951	2.0	4.0	4.2841172362592955e-14	6.0195503432629786e-12
57.0	557.8118104363951	3.0	1.0	1.0	1.0
57.0	557.8118104363951	3.0	2.0	1.0	1.0
57.0	557.8118104363951	3.0	3.0	1.0	1.0
57.0	557.8118104363951	3.0	4.0	4.2595125244091654e-14	6.0318009073749524e-12
57.0	557.8118104363951	4.0	1.0	1.0	1.0
57.0	557.8118104363951	4.0	2.0	1.0	1.0
57.0	557.8118104363951	4.0	3.0	1.0	1.0
57.0	557.8118104363951	4.0	4.0	4.257743782900242e-14	6.036586763642201e-12
58.0	568.9110823241593	1.0	1.0	1.0	1.0
58.0	568.9110823241593	1.0	2.0	1.0	1.0
58.0	568.9110823241593	1.0	3.0	1.0	1.0
58.0	568.9110823241593	1.0	4.0	7.310437522103346e-15	5.217077278026947e-12
58.0	568.9110823241593	2.0	1.0	1.0	1.0
58.0	568.9110823241593	2.0	2.0	1.0	1.0
58.0	568.9110823241593	2.0	3.0	1.0	1.0
58.0	568.9110823241593	2.0	4.0	7.34010495102503e-15	5.375210939682501e-12
58.0	568.9110823241593	3.0	1.0	1.0	1.0
58.0	568.9110823241593	3.0	2.0	1.0	1.0
58.0	568.9110823241593	3.0	3.0	1.0	1.0
58.0	568.9110823241593	3.0	4.0	7.27368499747945e-15	5.3857368919611315e-12
58.0	568.9110823241593	4.0	1.0	1.0	1.0
58.0	568.9110823241593	4.0	2.0	1.0	1.0
58.0	568.9110823241593	4.0	3.0	1.0	1.0
58.0	568.9110823241593	4.0	4.0	7.273797736649805e-15	5.389505758498849e-12
59.0	580.0103542119235	1.0	1.0	1.0	1.0
59.0	580.0103542119235	1.0	2.0	1.0	1.0
59.0	580.0103542119235	1.0	3.0	1.0	1.0
59.0	580.0103542119235	1.0	4.0	3.0559422978187587e-14	5.804344887077485e-12
59.0	580.0103542119235	2.0	1.0	1.0	1.0
59.0	580.0103542119235	2.0	2.0	1.0	1.0
59.0	580.0103542119235	2.0	3.0	1.0	1.0
59.0	580.0103542119235	2.0	4.0	2.9659887207371506e-14	5.983495914265527e-12
59.0	580.0103542119235	3.0	1.0	1.0	1.0
59.0	580.0103542119235	3.0	2.0	1.0	1.0
59.0	580.0103542119235	3.0	3.0	1.0	1.0
59.0	580.0103542119235	3.0	4.0	2.9647834414520465e-14	5.995104901122288e-12
59.0	580.0103542119235	4.0	1.0	1.0	1.0
59.0	580.0103542119235	4.0	2.0	1.0	1.0
59.0	580.0103542119235	4.0	3.0	1.0	1.0
59.0	580.0103542119235	4.0	4.0	2.9727717243916995e-14	5.999480751102087e-12
60.0	591.1096260996877	1.0	1.0	1.0	1.0
60.0	591.1096260996877	1.0	2.0	1.0	1.0
60.0	591.1096260996877	1.0	3.0	1.0	1.0
60.0	591.1096260996877	1.0	4.0	6.366327494795115e-14	6.29801003480308e-12
60.0	591.1096260996877	2.0	1.0	1.0	1.0
60.0	591.1096260996877	2.0	2.0	1.0	1.0
60.0	591.1096260996877	2.0	3.0	1.0	1.0
60.0	591.1096260996877	2.0	4.0	6.800122281459166e-14	6.512785538144851e-12
60.0	591.1096260996877	3.0	1.0	1.0	1.0
60.0	591.1096260996877	3.0	2.0	1.0	1.0
60.0	591.1096260996877	3.0	3.0	1.0	1.0
60.0	591.1096260996877	3.0	4.0	6.860231111498121e-14	6.528471417621211e-12
60.0	591.1096260996877	4.0	1.0	1.0	1.0
60.0	591.1096260996877	4.0	2.0	1.0	1.0
60.0	591.1096260996877	4.0	3.0	1.0	1.0
60.0	591.1096260996877	4.0	4.0	6.862697638075521e-14	6.533505261027358e-12
61.0	602.2088979874519	1.0	1.0	1.0	1.0
61.0	602.2088979874519	1.0	2.0	1.0	1.0
61.0	602.2088979874519	1.0	3.0	1.0	1.0
61.0	602.2088979874519	1.0	4.0	3.1115868012292614e-14	6.986372704697235e-12
61.0	602.2088979874519	2.0	1.0	1.0	1.0
61.0	602.2088979874519	2.0	2.0	1.0	1.0
61.0	602.2088979874519	2.0	3.0	1.0	1.0
61.0	602.2088979874519	2.0	4.0	3.016642937841965e-14	7.169717720849105e-12
61.0	602.2088979874519	3.0	1.0	1.0	1.0
61.0	602.2088979874519	3.0	2.0	1.0	1.0
61.0	602.2088979874519	3.0	3.0	1.0	1.0
61.0	602.2088979874519	3.0	4.0	3.02958939326616e-14	7.182802274018957e-12
61.0	602.2088979874519	4.0	1.0	1.0	1.0
61.0	602.2088979874519	4.0	2.0	1.0	1.0
61.0	602.2088979874519	4.0	3.0	1.0	1.0
61.0	602.2088979874519	4.0	4.0	3.017819490477197e-14	7.183567443856691e-12
62.0	613.3081698752161	1.0	1.0	1.0	1.0
62.0	613.3081698752161	1.0	2.0	1.0	1.0
62.0	613.3081698752161	1.0	3.0	1.0	1.0
62.0	613.3081698752161	1.0	4.0	2.3815559473742843e-13	1.1689642564327559e-11
62.0	613.3081698752161	2.0	1.0	1.0	1.0
62.0	613.3081698752161	2.0	2.0	1.0	1.0
62.0	613.3081698752161	2.0	3.0	1.0	1.0
62.0	613.3081698752161	2.0	4.0	2.5476877371025623e-13	1.2301109138951236e-11
62.0	613.3081698752161	3.0	1.0	1.0	1.0
62.0	613.3081698752161	3.0	2.0	1.0	1.0
62.0	613.3081698752161	3.0	3.0	1.0	1.0
62.0	613.3081698752161	3.0	4.0	2.579899107213364e-13	1.2389675636175244e-11
62.0	613.3081698752161	4.0	1.0	1.0	1.0
62.0	613.3081698752161	4.0	2.0	1.0	1.0
62.0	613.3081698752161	4.0	3.0	1.0	1.0
62.0	613.3081698752161	4.0	4.0	2.5828046173233504e-13	1.2400940096619218e-11
63.0	624.4074417629803	1.0	1.0	1.0	1.0
63.0	624.4074417629803	1.0	2.0	1.0	1.0
63.0	624.4074417629803	1.0	3.0	1.0	1.0
63.0	624.4074417629803	1.0	4.0	2.150143346596458e-13	9.92951888532202e-12
63.0	624.4074417629803	2.0	1.0	1.0	1.0
63.0	624.4074417629803	2.0	2.0	1.0	1.0
