Iteration	Time[s]	Self-consistency iteration	Left active material domain potential relative norm[%]	Left active material domain concentration relative norm[%]	Electrolyte domain potential relative norm[%]	Electrolyte domain concentration relative norm[%]	Right active material domain potential relative norm[%]	Right active material domain concentration relative norm[%]
16.0	102.74166303806375	1.0	1.0	1.0	1.0	1.0	1.0	1.0
16.0	102.74166303806375	2.0	1.0	1.0	1.0	1.0	1.0	1.0
16.0	102.74166303806375	3.0	1.722919385273333e-05	6.059999962211748e-06	1.4403215885415866e-05	0.00022364134354427772	4.745043757346455e-05	0.0001866856734793964
17.0	113.84093492582791	1.0	1.0	1.0	1.0	1.0	1.0	1.0
17.0	113.84093492582791	2.0	1.0	1.0	1.0	1.0	1.0	1.0
17.0	113.84093492582791	3.0	7.907090198708471e-06	1.491688442890113e-06	6.660189058077615e-06	0.00010290283567263097	2.1618871543312053e-05	0.00010318248930719391
18.0	124.94020681359207	1.0	1.0	1.0	1.0	1.0	1.0	1.0
18.0	124.94020681359207	2.0	1.0	1.0	1.0	1.0	1.0	1.0
18.0	124.94020681359207	3.0	7.367650841079318e-07	4.366818370462571e-06	7.372540412658919e-07	1.1209343162711159e-05	2.030067008349088e-06	4.3878865277475805e-05
19.0	136.03947870135624	1.0	1.0	1.0	1.0	1.0	1.0	1.0
19.0	136.03947870135624	2.0	1.0	1.0	1.0	1.0	1.0	1.0
19.0	136.03947870135624	3.0	1.4378694016090062e-06	4.7681742650218506e-06	1.2120123299728668e-06	1.9755095655354903e-05	3.830043499415156e-06	1.8255192351043463e-05
20.0	147.1387505891204	1.0	1.0	1.0	1.0	1.0	1.0	1.0
20.0	147.1387505891204	2.0	1.0	1.0	1.0	1.0	1.0	1.0
20.0	147.1387505891204	3.0	2.5210914946205153e-06	5.251404453626065e-07	2.153424409283386e-06	3.317580244029435e-05	6.7599865129873514e-06	3.098123786384043e-05
21.0	158.23802247688457	1.0	1.0	1.0	1.0	1.0	1.0	1.0
21.0	158.23802247688457	2.0	1.0	1.0	1.0	1.0	1.0	1.0
21.0	158.23802247688457	3.0	2.783488617790167e-06	1.816264343469518e-06	2.3645790471221024e-06	3.678314628998586e-05	7.371885817708849e-06	1.9649406696093518e-05
22.0	169.33729436464873	1.0	1.0	1.0	1.0	1.0	1.0	1.0
22.0	169.33729436464873	2.0	1.0	1.0	1.0	1.0	1.0	1.0
22.0	169.33729436464873	3.0	4.1264042363434944e-06	2.071134904070343e-06	3.535291329391284e-06	5.4713445105063656e-05	1.0810428964258345e-05	3.852552353836359e-05
23.0	180.4365662524129	1.0	1.0	1.0	1.0	1.0	1.0	1.0
23.0	180.4365662524129	2.0	1.0	1.0	1.0	1.0	1.0	1.0
23.0	180.4365662524129	3.0	4.32941323209705e-06	1.115783426040211e-06	3.744845215445998e-06	5.7612326726183404e-05	1.1292950788877322e-05	5.350042578382179e-05
24.0	191.53583814017705	1.0	1.0	1.0	1.0	1.0	1.0	1.0
24.0	191.53583814017705	2.0	1.0	1.0	1.0	1.0	1.0	1.0
24.0	191.53583814017705	3.0	5.646775378460093e-06	7.51903328380235e-06	4.769251032851038e-06	7.53981912727722e-05	1.466467427079528e-05	6.019865917109247e-06
25.0	202.6351100279412	1.0	1.0	1.0	1.0	1.0	1.0	1.0
25.0	202.6351100279412	2.0	1.0	1.0	1.0	1.0	1.0	1.0
25.0	202.6351100279412	3.0	1.1460786984468038e-05	1.2501587430322295e-05	9.75207266022427e-06	0.0001531829753551413	2.965537969359784e-05	3.2564198334395086e-05
26.0	213.73438191570537	1.0	1.0	1.0	1.0	1.0	1.0	1.0
26.0	213.73438191570537	2.0	1.0	1.0	1.0	1.0	1.0	1.0
26.0	213.73438191570537	3.0	8.333324931359286e-06	1.0774794889232341e-05	7.084595006588084e-06	0.00011182396703160279	2.1438441564988167e-05	9.210121713673489e-06
27.0	224.83365380346953	1.0	1.0	1.0	1.0	1.0	1.0	1.0
27.0	224.83365380346953	2.0	1.0	1.0	1.0	1.0	1.0	1.0
27.0	224.83365380346953	3.0	9.432144725036177e-07	5.8704455142318154e-06	8.188482336191247e-07	1.4664556588816417e-05	2.5018210653096418e-06	4.089193774713239e-05
28.0	235.9329256912337	1.0	1.0	1.0	1.0	1.0	1.0	1.0
28.0	235.9329256912337	2.0	1.0	1.0	1.0	1.0	1.0	1.0
28.0	235.9329256912337	3.0	1.226704088531909e-05	3.787971861501087e-06	1.062751040770101e-05	0.000164729966192962	3.0630849433392036e-05	0.0001239880918441924
29.0	247.03219757899785	1.0	1.0	1.0	1.0	1.0	1.0	1.0
29.0	247.03219757899785	2.0	1.0	1.0	1.0	1.0	1.0	1.0
29.0	247.03219757899785	3.0	2.6801651510452182e-05	1.3633391863016487e-05	2.3145712923485403e-05	0.00036077750659822117	6.642672718740186e-05	0.00021825350125367042
30.0	258.13146946676204	1.0	1.0	1.0	1.0	1.0	1.0	1.0
30.0	258.13146946676204	2.0	1.0	1.0	1.0	1.0	1.0	1.0
30.0	258.13146946676204	3.0	2.9495769844209083e-05	1.526441685460332e-05	2.5490770633548364e-05	0.0003980117643263261	7.297072335567798e-05	0.00024094007275440215
31.0	269.23074135452623	1.0	1.0	1.0	1.0	1.0	1.0	1.0
31.0	269.23074135452623	2.0	1.0	1.0	1.0	1.0	1.0	1.0
31.0	269.23074135452623	3.0	1.7329937124362847e-05	6.829945830075413e-06	1.500813112275763e-05	0.00023425229250137493	4.293290011379764e-05	0.00016522062360044065
32.0	280.3300132422904	1.0	1.0	1.0	1.0	1.0	1.0	1.0
32.0	280.3300132422904	2.0	1.0	1.0	1.0	1.0	1.0	1.0
32.0	280.3300132422904	3.0	4.420446853622454e-06	2.6275916917984743e-06	3.8503802822567245e-06	5.968070696553613e-05	1.084750502663771e-05	7.933876529428207e-05
33.0	291.4292851300546	1.0	1.0	1.0	1.0	1.0	1.0	1.0
33.0	291.4292851300546	2.0	1.0	1.0	1.0	1.0	1.0	1.0
33.0	291.4292851300546	3.0	2.094441735565839e-07	5.367266488911899e-06	3.5004909725614535e-07	8.241560018590448e-06	6.819473404675081e-07	4.566778168569609e-05
34.0	302.5285570178188	1.0	1.0	1.0	1.0	1.0	1.0	1.0
34.0	302.5285570178188	2.0	1.0	1.0	1.0	1.0	1.0	1.0
34.0	302.5285570178188	3.0	1.2279321703820565e-06	4.315289056406129e-06	1.0839454017802998e-06	1.6693545133584108e-05	2.890579296468481e-06	5.011191657655249e-05
35.0	313.627828905583	1.0	1.0	1.0	1.0	1.0	1.0	1.0
35.0	313.627828905583	2.0	1.0	1.0	1.0	1.0	1.0	1.0
35.0	313.627828905583	3.0	5.737679986434556e-06	1.7958136070303241e-06	4.979357624855251e-06	7.79495502690279e-05	1.4049069881426152e-05	7.103022827512003e-05
36.0	324.7271007933472	1.0	1.0	1.0	1.0	1.0	1.0	1.0
36.0	324.7271007933472	2.0	1.0	1.0	1.0	1.0	1.0	1.0
36.0	324.7271007933472	3.0	1.3176458218578434e-05	4.588743114194074e-06	1.1479653637874864e-05	0.0001804686000085051	3.235583602769647e-05	0.00010714186192465808
37.0	335.82637268111137	1.0	1.0	1.0	1.0	1.0	1.0	1.0
37.0	335.82637268111137	2.0	1.0	1.0	1.0	1.0	1.0	1.0
37.0	335.82637268111137	3.0	2.221429276418242e-05	1.0519543033687104e-05	1.9422024517708937e-05	0.0003059076927977545	5.449421429341819e-05	0.00015185690806218249
38.0	346.92564456887555	1.0	1.0	1.0	1.0	1.0	1.0	1.0
38.0	346.92564456887555	2.0	1.0	1.0	1.0	1.0	1.0	1.0
38.0	346.92564456887555	3.0	2.9613576317741874e-05	1.540741434786959e-05	2.59761093122414e-05	0.0004096153183357934	7.257951554056016e-05	0.00018677239089133325
39.0	358.02491645663974	1.0	1.0	1.0	1.0	1.0	1.0	1.0
39.0	358.02491645663974	2.0	1.0	1.0	1.0	1.0	1.0	1.0
39.0	358.02491645663974	3.0	3.356774339875089e-05	1.8086524673617936e-05	2.9540564798017944e-05	0.0004662294987991851	8.229485597726083e-05	0.000202008260743674
40.0	369.12418834440393	1.0	1.0	1.0	1.0	1.0	1.0	1.0
40.0	369.12418834440393	2.0	1.0	1.0	1.0	1.0	1.0	1.0
40.0	369.12418834440393	3.0	3.396093049678836e-05	1.854271381746554e-05	2.9985023237909987e-05	0.0004735891295809697	8.33987516580335e-05	0.0001973722715689678
41.0	380.2234602321681	1.0	1.0	1.0	1.0	1.0	1.0	1.0
41.0	380.2234602321681	2.0	1.0	1.0	1.0	1.0	1.0	1.0
41.0	380.2234602321681	3.0	3.1194516991111786e-05	1.703725623710364e-05	2.763317905220801e-05	0.00043671639336268956	7.6823613412867e-05	0.00017600753219236372
42.0	391.3227321199323	1.0	1.0	1.0	1.0	1.0	1.0	1.0
42.0	391.3227321199323	2.0	1.0	1.0	1.0	1.0	1.0	1.0
42.0	391.3227321199323	3.0	2.5935297210063707e-05	1.3963507864861146e-05	2.3048760171263803e-05	0.00036445004477365423	6.409405546626134e-05	0.0001430117160114929
43.0	402.4220040076965	1.0	1.0	1.0	1.0	1.0	1.0	1.0
43.0	402.4220040076965	2.0	1.0	1.0	1.0	1.0	1.0	1.0
43.0	402.4220040076965	3.0	1.9150049883173822e-05	9.941434800902184e-06	1.707099499590727e-05	0.00027003087731511215	4.7497190252900886e-05	0.00010466432961848535
44.0	413.5212758954607	1.0	1.0	1.0	1.0	1.0	1.0	1.0
44.0	413.5212758954607	2.0	1.0	1.0	1.0	1.0	1.0	1.0
44.0	413.5212758954607	3.0	1.1865009764898309e-05	5.633846953268179e-06	1.060286487451184e-05	0.00016776157786723133	2.952584820987986e-05	6.65563622350142e-05
45.0	424.6205477832249	1.0	1.0	1.0	1.0	1.0	1.0	1.0
45.0	424.6205477832249	2.0	1.0	1.0	1.0	1.0	1.0	1.0
45.0	424.6205477832249	3.0	5.156677042147472e-06	1.7675449892167105e-06	4.60626217889524e-06	7.290059751085543e-05	1.2860676856435202e-05	3.328274321414342e-05
46.0	435.71981967098907	1.0	1.0	1.0	1.0	1.0	1.0	1.0
46.0	435.71981967098907	2.0	1.0	1.0	1.0	1.0	1.0	1.0
46.0	435.71981967098907	3.0	4.490484275899208e-07	1.6056613051979244e-06	4.452050482501158e-07	7.2565313838827726e-06	1.1538989139725324e-06	6.6472259750089315e-06
47.0	446.81909155875326	1.0	1.0	1.0	1.0	1.0	1.0	1.0
47.0	446.81909155875326	2.0	1.0	1.0	1.0	1.0	1.0	1.0
47.0	446.81909155875326	3.0	5.027848443570737e-06	4.145446800200822e-06	4.594432277475867e-06	7.27439729664794e-05	1.2676834733992699e-05	1.4994594526338376e-05
48.0	457.91836344651745	1.0	1.0	1.0	1.0	1.0	1.0	1.0
48.0	457.91836344651745	2.0	1.0	1.0	1.0	1.0	1.0	1.0
48.0	457.91836344651745	3.0	8.953017570805852e-06	6.332004707697023e-06	8.18630726624285e-06	0.00012960679014123127	2.262795436157028e-05	3.251801524024779e-05
49.0	469.01763533428164	1.0	1.0	1.0	1.0	1.0	1.0	1.0
49.0	469.01763533428164	2.0	1.0	1.0	1.0	1.0	1.0	1.0
49.0	469.01763533428164	3.0	1.2510088388875492e-05	8.306593862696967e-06	1.1471578827753624e-05	0.00018162012631797782	3.171807080620572e-05	4.772993530418699e-05
50.0	480.1169072220458	1.0	1.0	1.0	1.0	1.0	1.0	1.0
50.0	480.1169072220458	2.0	1.0	1.0	1.0	1.0	1.0	1.0
50.0	480.1169072220458	3.0	1.582773855004856e-05	1.0143944116433112e-05	1.4565398404540783e-05	0.00023059682170202582	4.026925017378686e-05	6.121308543615386e-05
51.0	491.21617910981	1.0	1.0	1.0	1.0	1.0	1.0	1.0
51.0	491.21617910981	2.0	1.0	1.0	1.0	1.0	1.0	1.0
51.0	491.21617910981	3.0	1.8961161152487978e-05	1.1875301923261344e-05	1.751700593061949e-05	0.00027730878016484964	4.842169651812497e-05	7.330912609409353e-05
52.0	502.3154509975742	1.0	1.0	1.0	1.0	1.0	1.0	1.0
52.0	502.3154509975742	2.0	1.0	1.0	1.0	1.0	1.0	1.0
52.0	502.3154509975742	3.0	2.1985934616162085e-05	1.3542363686237152e-05	2.039538025290241e-05	0.0003228399619640265	5.637272685674054e-05	8.442795999076121e-05
53.0	513.4147228853384	1.0	1.0	1.0	1.0	1.0	1.0	1.0
53.0	513.4147228853384	2.0	1.0	1.0	1.0	1.0	1.0	1.0
53.0	513.4147228853384	3.0	2.511258078473444e-05	1.5262225809192166e-05	2.3396603110428208e-05	0.00037028086000164115	6.467838300882413e-05	9.5445510414801e-05
54.0	524.5139947731026	1.0	1.0	1.0	1.0	1.0	1.0	1.0
54.0	524.5139947731026	2.0	1.0	1.0	1.0	1.0	1.0	1.0
54.0	524.5139947731026	3.0	2.8859485734163638e-05	1.7325417073215768e-05	2.7008413760731318e-05	0.00042733054502221764	7.47125544516861e-05	0.00010840341828743468
55.0	535.6132666608668	1.0	1.0	1.0	1.0	1.0	1.0	1.0
55.0	535.6132666608668	2.0	1.0	1.0	1.0	1.0	1.0	1.0
55.0	535.6132666608668	3.0	3.364088338841112e-05	1.9964168788303474e-05	3.162971147140508e-05	0.0005002800582126444	8.760917827515081e-05	0.00012490514127107578
55.0	535.6132666608668	4.0	1.2745045826183854e-05	8.678561566045508e-06	1.201992605720154e-05	0.00019016356142771506	3.3167849072473743e-05	3.9073085687611774e-05
56.0	546.712538548631	1.0	1.0	1.0	1.0	1.0	1.0	1.0
56.0	546.712538548631	2.0	1.0	1.0	1.0	1.0	1.0	1.0
56.0	546.712538548631	3.0	3.833716117976694e-05	2.2402972235342818e-05	3.6214294366296776e-05	0.0005725664575658302	0.00010051486647696968	0.00014166290401300448
56.0	546.712538548631	4.0	1.4567194135596704e-05	9.907063450718285e-06	1.3806429266342868e-05	0.00021835817339812646	3.814832410125293e-05	4.3569071009026766e-05
57.0	557.8118104363951	1.0	1.0	1.0	1.0	1.0	1.0	1.0
57.0	557.8118104363951	2.0	1.0	1.0	1.0	1.0	1.0	1.0
57.0	557.8118104363951	3.0	4.4554116884018774e-05	2.5799025576367702e-05	4.2293247338468185e-05	0.0006684045582912787	0.00011768351324243448	0.0001632682444502286
57.0	557.8118104363951	4.0	1.698216964427587e-05	1.1548475960171199e-05	1.6176461729806383e-05	0.0002557588306873767	4.477666976060799e-05	4.957973954850817e-05
58.0	568.9110823241593	1.0	1.0	1.0	1.0	1.0	1.0	1.0
58.0	568.9110823241593	2.0	1.0	1.0	1.0	1.0	1.0	1.0
58.0	568.9110823241593	3.0	5.095385390625303e-05	2.928766084199942e-05	4.8610057452000545e-05	0.0007679195642195627	0.00013567073537717008	0.00018556217769537755
58.0	568.9110823241593	4.0	1.948223901232213e-05	1.3257032462209887e-05	1.865277705823781e-05	0.00029481673439922973	5.174337543097574e-05	5.558247373043764e-05
59.0	580.0103542119235	1.0	1.0	1.0	1.0	1.0	1.0	1.0
59.0	580.0103542119235	2.0	1.0	1.0	1.0	1.0	1.0	1.0
59.0	580.0103542119235	3.0	5.729781155303108e-05	3.272886342633858e-05	5.4940632770674155e-05	0.0008675635841541033	0.00015387487299913145	0.00020790838099832783
59.0	580.0103542119235	4.0	2.197651871814555e-05	1.4973528717345972e-05	2.1149932024870666e-05	0.00033418032100887145	5.881651856731389e-05	6.132244868612716e-05
60.0	591.1096260996877	1.0	1.0	1.0	1.0	1.0	1.0	1.0
60.0	591.1096260996877	2.0	1.0	1.0	1.0	1.0	1.0	1.0
60.0	591.1096260996877	3.0	6.3362025700414e-05	3.599963856878442e-05	6.107078570051396e-05	0.0009639495265894308	0.00017169744801521648	0.00022958798881808311
60.0	591.1096260996877	4.0	2.4378764488450344e-05	1.664184090870561e-05	2.3585286721405216e-05	0.00037254346119672233	6.5764693634584e-05	6.657631573153286e-05
61.0	602.2088979874519	1.0	1.0	1.0	1.0	1.0	1.0	1.0
61.0	602.2088979874519	2.0	1.0	1.0	1.0	1.0	1.0	1.0
61.0	602.2088979874519	3.0	6.88491442306648e-05	3.894036003994917e-05	6.671086177881034e-05	0.0010525060776893711	0.00018830557116710308	0.0002495279660187513
61.0	602.2088979874519	4.0	2.6573382553946083e-05	1.818529501930866e-05	2.5845941764208844e-05	0.00040812378040378574	7.226621681545773e-05	7.106640635739694e-05
62.0	613.3081698752161	1.0	1.0	1.0	1.0	1.0	1.0	1.0
62.0	613.3081698752161	2.0	1.0	1.0	1.0	1.0	1.0	1.0
62.0	613.3081698752161	3.0	7.343375499830702e-05	4.137889203065418e-05	7.153736244490858e-05	0.0011281408281669284	0.0002027468345458015	0.0002665295481623942
62.0	613.3081698752161	4.0	2.843235894892872e-05	1.9517708010981003e-05	2.7804347296257924e-05	0.0004389108077569845	7.795262052079737e-05	7.451828187323376e-05
63.0	624.4074417629803	1.0	1.0	1.0	1.0	1.0	1.0	1.0
63.0	624.4074417629803	2.0	1.0	1.0	1.0	1.0	1.0	1.0
63.0	624.4074417629803	3.0	7.67915423935352e-05	4.314318799889297e-05	7.522017682929352e-05	0.0011856714111067829	0.0002140227215198002	0.00027939343745847343
63.0	624.4074417629803	4.0	2.9826393547375368e-05	2.0549310885878363e-05	2.932870990242097e-05	0.00046283057830977584	8.243719393842811e-05	7.668156654984707e-05
64.0	635.5067136507445	1.0	1.0	1.0	1.0	1.0	1.0	1.0
64.0	635.5067136507445	2.0	1.0	1.0	1.0	1.0	1.0	1.0
64.0	635.5067136507445	3.0	7.856522764694373e-05	4.403197982538193e-05	7.738717011770303e-05	0.001219269100993121	0.00022097614622817023	0.00028671299398975287
64.0	635.5067136507445	4.0	3.061209581520154e-05	2.116773473213258e-05	3.026927254343652e-05	0.00047752943187871115	8.527428305896925e-05	7.727801599192479e-05
65.0	646.6059855385087	1.0	1.0	1.0	1.0	1.0	1.0	1.0
65.0	646.6059855385087	2.0	1.0	1.0	1.0	1.0	1.0	1.0
65.0	646.6059855385087	3.0	7.836957692289155e-05	4.386243945524606e-05	7.762893765301457e-05	0.0012225223967417189	0.0002223074768061268	0.0002866158882509935
65.0	646.6059855385087	4.0	3.063498770279897e-05	2.1245617743140557e-05	3.0460422745366792e-05	0.0004804040595694952	8.59677356277374e-05	7.595802509162873e-05
66.0	657.7052574262729	1.0	1.0	1.0	1.0	1.0	1.0	1.0
66.0	657.7052574262729	2.0	1.0	1.0	1.0	1.0	1.0	1.0
66.0	657.7052574262729	3.0	7.592264930338953e-05	4.2534072673976154e-05	7.563466950984325e-05	0.0011905671355286103	0.0002169803410100325	0.0002774906410196471
66.0	657.7052574262729	4.0	2.977997854913166e-05	2.0681752078304863e-05	2.977384838698726e-05	0.00046943815480839047	8.412454517028013e-05	7.2459647736344e-05
67.0	668.804529314037	1.0	1.0	1.0	1.0	1.0	1.0	1.0
67.0	668.804529314037	2.0	1.0	1.0	1.0	1.0	1.0	1.0
67.0	668.804529314037	3.0	7.060090723397173e-05	3.969248256765643e-05	7.075150367523387e-05	0.0011131540212185136	0.0002030192256313979	0.00025703000195246623
67.0	668.804529314037	4.0	2.779334282345207e-05	1.9288030302984262e-05	2.794400690191668e-05	0.0004404528144613855	7.897252130952733e-05	6.62550813496935e-05
68.0	679.9038012018012	1.0	1.0	1.0	1.0	1.0	1.0	1.0
68.0	679.9038012018012	2.0	1.0	1.0	1.0	1.0	1.0	1.0
68.0	679.9038012018012	3.0	6.1584167321454e-05	3.481116425150291e-05	6.210789070492204e-05	0.0009766355889509687	0.00017796122587155743	0.00022295900683825558
68.0	679.9038012018012	4.0	2.43359770123108e-05	1.68504928215401e-05	2.461372795191944e-05	0.0003878359870532574	6.951117977408202e-05	5.677011238749782e-05
69.0	691.0030730895654	1.0	1.0	1.0	1.0	1.0	1.0	1.0
69.0	691.0030730895654	2.0	1.0	1.0	1.0	1.0	1.0	1.0
69.0	691.0030730895654	3.0	4.914942823911455e-05	2.805013217446908e-05	4.9903931510659155e-05	0.0007842815181553044	0.00014259324780716923	0.000176445909815051
69.0	691.0030730895654	4.0	1.9499678524150854e-05	1.3465048854358542e-05	1.9846479578193343e-05	0.00031261460990761607	5.597302279451888e-05	4.4457657204069877e-05
70.0	702.1023449773296	1.0	1.0	1.0	1.0	1.0	1.0	1.0
70.0	702.1023449773296	2.0	1.0	1.0	1.0	1.0	1.0	1.0
70.0	702.1023449773296	3.0	3.554611759779825e-05	2.085939126844251e-05	3.6359135637945275e-05	0.0005710888017981474	0.00010351705986523925	0.0001248970763094263
70.0	702.1023449773296	4.0	1.4165803543434139e-05	9.77471772821286e-06	1.4512948723805697e-05	0.00022852313767593015	4.0877156365529284e-05	3.1448077228541936e-05
71.0	713.2016168650938	1.0	1.0	1.0	1.0	1.0	1.0	1.0
71.0	713.2016168650938	2.0	1.0	1.0	1.0	1.0	1.0	1.0
71.0	713.2016168650938	3.0	2.32605176200747e-05	1.4512350515852126e-05	2.3993129350893737e-05	0.0003766727024453091	6.804892805118874e-05	7.790510564971273e-05
72.0	724.300888752858	1.0	1.0	1.0	1.0	1.0	1.0	1.0
72.0	724.300888752858	2.0	1.0	1.0	1.0	1.0	1.0	1.0
