Domain	Iteration	Time[s]	Step time[s]	C-rate	C-rate slope[s.-1]	OCP slope [V]	CPU time per solve [s]	CPU time per solve x core[s]	CPU time per solve x core and per dof[s]
Electrolyte_w_sep	1	1.1099271887764162	1.1099271887764162	1.2	0.0	2.0613526411319096	1.1510690195219857	41.438484702791484	6.005577493158186e-05
R_material	1	1.1099271887764162	1.1099271887764162	1.2	0.0	2.0613526411319096	0.3551902770996094	12.786849975585938	3.801808303478051e-05
L_material	1	1.1099271887764162	1.1099271887764162	1.2	0.0	2.0613526411319096	0.37509756428854807	13.50351231438773	4.0148875869332244e-05
Electrolyte_w_sep	2	2.4973361747469363	1.38740898597052	1.2	0.0	2.0613526411319096	1.1888475616772969	42.79851222038269	6.202682930490245e-05
R_material	2	2.4973361747469363	1.38740898597052	1.2	0.0	2.0613526411319096	0.586059604372297	21.09814575740269	6.272937109736302e-05
L_material	2	2.4973361747469363	1.38740898597052	1.2	0.0	2.0613526411319096	0.4453190167744954	16.031484603881836	4.766508671055681e-05
Electrolyte_w_sep	3	4.231597407210087	1.7342612324631501	1.2	0.0	5.769079665796937	1.1803356409072876	42.49208307266235	6.1582729090815e-05
R_material	3	4.231597407210087	1.7342612324631501	1.2	0.0	5.769079665796937	0.5947504043579102	21.411014556884766	6.365959801176433e-05
L_material	3	4.231597407210087	1.7342612324631501	1.2	0.0	5.769079665796937	0.4453373948733012	16.032146215438843	4.766705382545681e-05
Electrolyte_w_sep	4	6.399423947789025	2.167826540578938	1.2	0.0	5.640491909598019	1.2028470834096272	43.30249500274658	6.275723913441534e-05
R_material	4	6.399423947789025	2.167826540578938	1.2	0.0	5.640491909598019	0.5084265867869059	18.303357124328613	5.441985729844148e-05
L_material	4	6.399423947789025	2.167826540578938	1.2	0.0	5.640491909598019	0.445960799853007	16.054588794708252	4.773378048947556e-05
Electrolyte_w_sep	5	9.109207123512697	2.7097831757236723	1.2	0.0	5.48773156035298	1.2141402165095012	43.70904779434204	6.334644607875659e-05
R_material	5	9.109207123512697	2.7097831757236723	1.2	0.0	5.48773156035298	0.49779383341471356	17.920578002929688	5.328177180833954e-05
L_material	5	9.109207123512697	2.7097831757236723	1.2	0.0	5.48773156035298	0.4540259043375651	16.344932556152344	4.859703557202424e-05
Electrolyte_w_sep	6	12.496436093167286	3.3872289696545903	1.2	0.0	5.308948036795613	1.2248990933100383	44.09636735916138	6.39077787813933e-05
R_material	6	12.496436093167286	3.3872289696545903	1.2	0.0	5.308948036795613	0.5408507664998372	19.470627593994138	5.789040600469215e-05
L_material	6	12.496436093167286	3.3872289696545903	1.2	0.0	5.308948036795613	0.4585297107696533	16.50706958770752	4.9079104192556013e-05
Electrolyte_w_sep	7	16.730472305235523	4.234036212068238	1.2	0.0	5.1036356595812435	1.2764700253804524	45.95292091369629	6.659843610680621e-05
R_material	7	16.730472305235523	4.234036212068238	1.2	0.0	5.1036356595812435	0.5122382958730062	18.440578651428222	5.4827846711110976e-05
L_material	7	16.730472305235523	4.234036212068238	1.2	0.0	5.1036356595812435	0.45738309621810913	16.46579146385193	4.895637536229226e-05
Electrolyte_w_sep	8	22.02301757032082	5.292545265085298	1.2	0.0	4.8732463238682335	1.26215660572052	45.43763780593872	6.585164899411408e-05
R_material	8	22.02301757032082	5.292545265085298	1.2	0.0	4.8732463238682335	0.5571734269460042	20.058243370056154	5.963751537170019e-05
L_material	8	22.02301757032082	5.292545265085298	1.2	0.0	4.8732463238682335	0.4551565647125244	16.38563632965088	4.871805673389372e-05
