Time step	Time[s]	Domain	Location	Type	Threshold 1	[%]	Threshold 2	[%]
3	4.231597407210087	Electrolyte	Right electrode	Depletion	0.05	0.0	0.01	0.0
3	4.231597407210087	Left active material	Volume	Depletion	0.05	0.0	0.01	0.0
3	4.231597407210087	Left active material	Volume	Saturation	0.95	0.0	0.99	0.0
3	4.231597407210087	Right active material	Volume	Depletion	0.05	88.12085741635444	0.01	0.0
3	4.231597407210087	Right active material	Volume	Saturation	0.95	0.0	0.99	0.0
4	6.399423947789025	Electrolyte	Left activeinterface	Depletion	0.05	0.0	0.01	0.0
4	6.399423947789025	Electrolyte	Right active interface	Depletion	0.05	0.0	0.01	0.0
4	6.399423947789025	Left active material	Active interface	Depletion	0.05	0.0	0.01	0.0
4	6.399423947789025	Left active material	Active interface	Saturation	0.95	0.0	0.99	0.0
4	6.399423947789025	Right active material	Active interface	Depletion	0.05	0.0	0.01	0.0
4	6.399423947789025	Right active material	Active interface	Saturation	0.95	0.0	0.99	0.0
4	6.399423947789025	Electrolyte	Left electrode	Depletion	0.05	0.0	0.01	0.0
4	6.399423947789025	Electrolyte	Separator	Depletion	0.05	0.0	0.01	0.0
4	6.399423947789025	Electrolyte	Right electrode	Depletion	0.05	0.0	0.01	0.0
4	6.399423947789025	Left active material	Volume	Depletion	0.05	0.0	0.01	0.0
4	6.399423947789025	Left active material	Volume	Saturation	0.95	0.0	0.99	0.0
4	6.399423947789025	Right active material	Volume	Depletion	0.05	85.25900614343594	0.01	0.0
4	6.399423947789025	Right active material	Volume	Saturation	0.95	0.0	0.99	0.0
5	9.109207123512697	Electrolyte	Left activeinterface	Depletion	0.05	0.0	0.01	0.0
5	9.109207123512697	Electrolyte	Right active interface	Depletion	0.05	0.0	0.01	0.0
5	9.109207123512697	Left active material	Active interface	Depletion	0.05	0.0	0.01	0.0
5	9.109207123512697	Left active material	Active interface	Saturation	0.95	0.0	0.99	0.0
5	9.109207123512697	Right active material	Active interface	Depletion	0.05	0.0	0.01	0.0
5	9.109207123512697	Right active material	Active interface	Saturation	0.95	0.0	0.99	0.0
5	9.109207123512697	Electrolyte	Left electrode	Depletion	0.05	0.0	0.01	0.0
5	9.109207123512697	Electrolyte	Separator	Depletion	0.05	0.0	0.01	0.0
5	9.109207123512697	Electrolyte	Right electrode	Depletion	0.05	0.0	0.01	0.0
5	9.109207123512697	Left active material	Volume	Depletion	0.05	0.0	0.01	0.0
5	9.109207123512697	Left active material	Volume	Saturation	0.95	0.0	0.99	0.0
5	9.109207123512697	Right active material	Volume	Depletion	0.05	78.96288487402896	0.01	0.0
5	9.109207123512697	Right active material	Volume	Saturation	0.95	0.0	0.99	0.0
6	12.496436093167286	Electrolyte	Left activeinterface	Depletion	0.05	0.0	0.01	0.0
6	12.496436093167286	Electrolyte	Right active interface	Depletion	0.05	0.0	0.01	0.0
6	12.496436093167286	Left active material	Active interface	Depletion	0.05	0.0	0.01	0.0
6	12.496436093167286	Left active material	Active interface	Saturation	0.95	0.0	0.99	0.0
6	12.496436093167286	Right active material	Active interface	Depletion	0.05	0.0	0.01	0.0
6	12.496436093167286	Right active material	Active interface	Saturation	0.95	0.0	0.99	0.0
6	12.496436093167286	Electrolyte	Left electrode	Depletion	0.05	0.0	0.01	0.0
6	12.496436093167286	Electrolyte	Separator	Depletion	0.05	0.0	0.01	0.0
6	12.496436093167286	Electrolyte	Right electrode	Depletion	0.05	0.0	0.01	0.0
6	12.496436093167286	Left active material	Volume	Depletion	0.05	0.0	0.01	0.0
6	12.496436093167286	Left active material	Volume	Saturation	0.95	0.0	0.99	0.0
6	12.496436093167286	Right active material	Volume	Depletion	0.05	71.66563670069905	0.01	0.0
6	12.496436093167286	Right active material	Volume	Saturation	0.95	0.0	0.99	0.0
7	16.730472305235523	Electrolyte	Left activeinterface	Depletion	0.05	0.0	0.01	0.0
7	16.730472305235523	Electrolyte	Right active interface	Depletion	0.05	0.0	0.01	0.0
7	16.730472305235523	Left active material	Active interface	Depletion	0.05	0.0	0.01	0.0
7	16.730472305235523	Left active material	Active interface	Saturation	0.95	0.0	0.99	0.0
7	16.730472305235523	Right active material	Active interface	Depletion	0.05	0.0	0.01	0.0
7	16.730472305235523	Right active material	Active interface	Saturation	0.95	0.0	0.99	0.0
7	16.730472305235523	Electrolyte	Left electrode	Depletion	0.05	0.0	0.01	0.0
7	16.730472305235523	Electrolyte	Separator	Depletion	0.05	0.0	0.01	0.0
7	16.730472305235523	Electrolyte	Right electrode	Depletion	0.05	0.0	0.01	0.0
7	16.730472305235523	Left active material	Volume	Depletion	0.05	0.0	0.01	0.0
7	16.730472305235523	Left active material	Volume	Saturation	0.95	0.0	0.99	0.0
7	16.730472305235523	Right active material	Volume	Depletion	0.05	64.14518884726418	0.01	0.0
7	16.730472305235523	Right active material	Volume	Saturation	0.95	0.0	0.99	0.0
8	22.02301757032082	Electrolyte	Left activeinterface	Depletion	0.05	0.0	0.01	0.0
8	22.02301757032082	Electrolyte	Right active interface	Depletion	0.05	0.0	0.01	0.0
8	22.02301757032082	Left active material	Active interface	Depletion	0.05	0.0	0.01	0.0
8	22.02301757032082	Left active material	Active interface	Saturation	0.95	0.0	0.99	0.0
8	22.02301757032082	Right active material	Active interface	Depletion	0.05	0.0	0.01	0.0
8	22.02301757032082	Right active material	Active interface	Saturation	0.95	0.0	0.99	0.0
8	22.02301757032082	Electrolyte	Left electrode	Depletion	0.05	0.0	0.01	0.0
8	22.02301757032082	Electrolyte	Separator	Depletion	0.05	0.0	0.01	0.0
8	22.02301757032082	Electrolyte	Right electrode	Depletion	0.05	0.0	0.01	0.0
8	22.02301757032082	Left active material	Volume	Depletion	0.05	0.0	0.01	0.0
8	22.02301757032082	Left active material	Volume	Saturation	0.95	0.0	0.99	0.0
8	22.02301757032082	Right active material	Volume	Depletion	0.05	54.93147697114567	0.01	0.0
8	22.02301757032082	Right active material	Volume	Saturation	0.95	0.0	0.99	0.0
9	28.638699151677443	Electrolyte	Left activeinterface	Depletion	0.05	0.0	0.01	0.0
9	28.638699151677443	Electrolyte	Right active interface	Depletion	0.05	0.0	0.01	0.0
9	28.638699151677443	Left active material	Active interface	Depletion	0.05	0.0	0.01	0.0
9	28.638699151677443	Left active material	Active interface	Saturation	0.95	0.0	0.99	0.0
9	28.638699151677443	Right active material	Active interface	Depletion	0.05	0.0	0.01	0.0
9	28.638699151677443	Right active material	Active interface	Saturation	0.95	0.0	0.99	0.0
9	28.638699151677443	Electrolyte	Left electrode	Depletion	0.05	0.0	0.01	0.0
9	28.638699151677443	Electrolyte	Separator	Depletion	0.05	0.0	0.01	0.0
9	28.638699151677443	Electrolyte	Right electrode	Depletion	0.05	0.0	0.01	0.0
9	28.638699151677443	Left active material	Volume	Depletion	0.05	0.0	0.01	0.0
9	28.638699151677443	Left active material	Volume	Saturation	0.95	0.0	0.99	0.0
9	28.638699151677443	Right active material	Volume	Depletion	0.05	45.75266276488744	0.01	0.0
9	28.638699151677443	Right active material	Volume	Saturation	0.95	0.0	0.99	0.0
10	36.908301128373225	Electrolyte	Left activeinterface	Depletion	0.05	0.0	0.01	0.0
10	36.908301128373225	Electrolyte	Right active interface	Depletion	0.05	0.0	0.01	0.0
10	36.908301128373225	Left active material	Active interface	Depletion	0.05	0.0	0.01	0.0
10	36.908301128373225	Left active material	Active interface	Saturation	0.95	0.0	0.99	0.0
10	36.908301128373225	Right active material	Active interface	Depletion	0.05	0.0	0.01	0.0
10	36.908301128373225	Right active material	Active interface	Saturation	0.95	0.0	0.99	0.0
10	36.908301128373225	Electrolyte	Left electrode	Depletion	0.05	0.0	0.01	0.0
10	36.908301128373225	Electrolyte	Separator	Depletion	0.05	0.0	0.01	0.0
10	36.908301128373225	Electrolyte	Right electrode	Depletion	0.05	0.0	0.01	0.0
10	36.908301128373225	Left active material	Volume	Depletion	0.05	0.0	0.01	0.0
10	36.908301128373225	Left active material	Volume	Saturation	0.95	0.0	0.99	0.0
10	36.908301128373225	Right active material	Volume	Depletion	0.05	34.17317968662887	0.01	0.0
10	36.908301128373225	Right active material	Volume	Saturation	0.95	0.0	0.99	0.0
11	47.245303599242945	Electrolyte	Left activeinterface	Depletion	0.05	0.0	0.01	0.0
11	47.245303599242945	Electrolyte	Right active interface	Depletion	0.05	0.0	0.01	0.0
11	47.245303599242945	Left active material	Active interface	Depletion	0.05	0.0	0.01	0.0
11	47.245303599242945	Left active material	Active interface	Saturation	0.95	0.0	0.99	0.0
11	47.245303599242945	Right active material	Active interface	Depletion	0.05	0.0	0.01	0.0
11	47.245303599242945	Right active material	Active interface	Saturation	0.95	0.0	0.99	0.0
11	47.245303599242945	Electrolyte	Left electrode	Depletion	0.05	0.0	0.01	0.0
11	47.245303599242945	Electrolyte	Separator	Depletion	0.05	0.0	0.01	0.0
11	47.245303599242945	Electrolyte	Right electrode	Depletion	0.05	0.0	0.01	0.0
11	47.245303599242945	Left active material	Volume	Depletion	0.05	0.0	0.01	0.0
11	47.245303599242945	Left active material	Volume	Saturation	0.95	0.0	0.99	0.0
11	47.245303599242945	Right active material	Volume	Depletion	0.05	23.380348249650602	0.01	0.0
11	47.245303599242945	Right active material	Volume	Saturation	0.95	0.0	0.99	0.0
12	58.344575487007106	Electrolyte	Left activeinterface	Depletion	0.05	0.0	0.01	0.0
12	58.344575487007106	Electrolyte	Right active interface	Depletion	0.05	0.0	0.01	0.0
12	58.344575487007106	Left active material	Active interface	Depletion	0.05	0.0	0.01	0.0
12	58.344575487007106	Left active material	Active interface	Saturation	0.95	0.0	0.99	0.0
12	58.344575487007106	Right active material	Active interface	Depletion	0.05	0.0	0.01	0.0
12	58.344575487007106	Right active material	Active interface	Saturation	0.95	0.0	0.99	0.0
12	58.344575487007106	Electrolyte	Left electrode	Depletion	0.05	0.0	0.01	0.0
12	58.344575487007106	Electrolyte	Separator	Depletion	0.05	0.0	0.01	0.0
12	58.344575487007106	Electrolyte	Right electrode	Depletion	0.05	0.0	0.01	0.0
12	58.344575487007106	Left active material	Volume	Depletion	0.05	0.0	0.01	0.0
12	58.344575487007106	Left active material	Volume	Saturation	0.95	0.0	0.99	0.0
12	58.344575487007106	Right active material	Volume	Depletion	0.05	14.825814581885927	0.01	0.0
12	58.344575487007106	Right active material	Volume	Saturation	0.95	0.0	0.99	0.0
13	69.44384737477127	Electrolyte	Left activeinterface	Depletion	0.05	0.0	0.01	0.0
13	69.44384737477127	Electrolyte	Right active interface	Depletion	0.05	0.0	0.01	0.0
13	69.44384737477127	Left active material	Active interface	Depletion	0.05	0.0	0.01	0.0
13	69.44384737477127	Left active material	Active interface	Saturation	0.95	0.0	0.99	0.0
13	69.44384737477127	Right active material	Active interface	Depletion	0.05	0.0	0.01	0.0
13	69.44384737477127	Right active material	Active interface	Saturation	0.95	0.0	0.99	0.0
13	69.44384737477127	Electrolyte	Left electrode	Depletion	0.05	0.0	0.01	0.0
13	69.44384737477127	Electrolyte	Separator	Depletion	0.05	0.0	0.01	0.0
13	69.44384737477127	Electrolyte	Right electrode	Depletion	0.05	0.0	0.01	0.0
13	69.44384737477127	Left active material	Volume	Depletion	0.05	0.0	0.01	0.0
13	69.44384737477127	Left active material	Volume	Saturation	0.95	0.0	0.99	0.0
13	69.44384737477127	Right active material	Volume	Depletion	0.05	8.291468246751027	0.01	0.0
13	69.44384737477127	Right active material	Volume	Saturation	0.95	0.0	0.99	0.0
14	80.54311926253543	Electrolyte	Left activeinterface	Depletion	0.05	0.0	0.01	0.0
14	80.54311926253543	Electrolyte	Right active interface	Depletion	0.05	0.0	0.01	0.0
14	80.54311926253543	Left active material	Active interface	Depletion	0.05	0.0	0.01	0.0
14	80.54311926253543	Left active material	Active interface	Saturation	0.95	0.0	0.99	0.0
14	80.54311926253543	Right active material	Active interface	Depletion	0.05	0.0	0.01	0.0
14	80.54311926253543	Right active material	Active interface	Saturation	0.95	0.0	0.99	0.0
14	80.54311926253543	Electrolyte	Left electrode	Depletion	0.05	0.0	0.01	0.0
14	80.54311926253543	Electrolyte	Separator	Depletion	0.05	0.0	0.01	0.0
14	80.54311926253543	Electrolyte	Right electrode	Depletion	0.05	0.0	0.01	0.0
14	80.54311926253543	Left active material	Volume	Depletion	0.05	0.0	0.01	0.0
14	80.54311926253543	Left active material	Volume	Saturation	0.95	0.0	0.99	0.0
14	80.54311926253543	Right active material	Volume	Depletion	0.05	3.7954851139606873	0.01	0.0
14	80.54311926253543	Right active material	Volume	Saturation	0.95	0.0	0.99	0.0
15	91.64239115029959	Electrolyte	Left activeinterface	Depletion	0.05	0.0	0.01	0.0
15	91.64239115029959	Electrolyte	Right active interface	Depletion	0.05	0.0	0.01	0.0
15	91.64239115029959	Left active material	Active interface	Depletion	0.05	0.0	0.01	0.0
15	91.64239115029959	Left active material	Active interface	Saturation	0.95	0.0	0.99	0.0
15	91.64239115029959	Right active material	Active interface	Depletion	0.05	0.0	0.01	0.0
15	91.64239115029959	Right active material	Active interface	Saturation	0.95	0.0	0.99	0.0
15	91.64239115029959	Electrolyte	Left electrode	Depletion	0.05	0.0	0.01	0.0
15	91.64239115029959	Electrolyte	Separator	Depletion	0.05	0.0	0.01	0.0
15	91.64239115029959	Electrolyte	Right electrode	Depletion	0.05	0.0	0.01	0.0
15	91.64239115029959	Left active material	Volume	Depletion	0.05	0.0	0.01	0.0
15	91.64239115029959	Left active material	Volume	Saturation	0.95	0.0	0.99	0.0
15	91.64239115029959	Right active material	Volume	Depletion	0.05	0.9307257018910048	0.01	0.0
15	91.64239115029959	Right active material	Volume	Saturation	0.95	0.0	0.99	0.0
16	102.74166303806375	Electrolyte	Left activeinterface	Depletion	0.05	0.0	0.01	0.0
16	102.74166303806375	Electrolyte	Right active interface	Depletion	0.05	0.0	0.01	0.0
16	102.74166303806375	Left active material	Active interface	Depletion	0.05	0.0	0.01	0.0
16	102.74166303806375	Left active material	Active interface	Saturation	0.95	0.0	0.99	0.0
16	102.74166303806375	Right active material	Active interface	Depletion	0.05	0.0	0.01	0.0
16	102.74166303806375	Right active material	Active interface	Saturation	0.95	0.0	0.99	0.0
16	102.74166303806375	Electrolyte	Left electrode	Depletion	0.05	0.0	0.01	0.0
16	102.74166303806375	Electrolyte	Separator	Depletion	0.05	0.0	0.01	0.0
16	102.74166303806375	Electrolyte	Right electrode	Depletion	0.05	0.0	0.01	0.0
16	102.74166303806375	Left active material	Volume	Depletion	0.05	0.0	0.01	0.0
16	102.74166303806375	Left active material	Volume	Saturation	0.95	0.0	0.99	0.0
16	102.74166303806375	Right active material	Volume	Depletion	0.05	0.02265925091181052	0.01	0.0
16	102.74166303806375	Right active material	Volume	Saturation	0.95	0.0	0.99	0.0
17	113.84093492582791	Electrolyte	Left activeinterface	Depletion	0.05	0.0	0.01	0.0
17	113.84093492582791	Electrolyte	Right active interface	Depletion	0.05	0.0	0.01	0.0
17	113.84093492582791	Left active material	Active interface	Depletion	0.05	0.0	0.01	0.0
17	113.84093492582791	Left active material	Active interface	Saturation	0.95	0.0	0.99	0.0
17	113.84093492582791	Right active material	Active interface	Depletion	0.05	0.0	0.01	0.0
17	113.84093492582791	Right active material	Active interface	Saturation	0.95	0.0	0.99	0.0
17	113.84093492582791	Electrolyte	Left electrode	Depletion	0.05	0.0	0.01	0.0
17	113.84093492582791	Electrolyte	Separator	Depletion	0.05	0.0	0.01	0.0
17	113.84093492582791	Electrolyte	Right electrode	Depletion	0.05	0.0	0.01	0.0
17	113.84093492582791	Left active material	Volume	Depletion	0.05	0.0	0.01	0.0
17	113.84093492582791	Left active material	Volume	Saturation	0.95	0.0	0.99	0.0
17	113.84093492582791	Right active material	Volume	Depletion	0.05	0.0	0.01	0.0
17	113.84093492582791	Right active material	Volume	Saturation	0.95	0.0	0.99	0.0
18	124.94020681359207	Electrolyte	Left activeinterface	Depletion	0.05	0.0	0.01	0.0
18	124.94020681359207	Electrolyte	Right active interface	Depletion	0.05	0.0	0.01	0.0
18	124.94020681359207	Left active material	Active interface	Depletion	0.05	0.0	0.01	0.0
18	124.94020681359207	Left active material	Active interface	Saturation	0.95	0.0	0.99	0.0
18	124.94020681359207	Right active material	Active interface	Depletion	0.05	0.0	0.01	0.0
18	124.94020681359207	Right active material	Active interface	Saturation	0.95	0.0	0.99	0.0
18	124.94020681359207	Electrolyte	Left electrode	Depletion	0.05	0.0	0.01	0.0
18	124.94020681359207	Electrolyte	Separator	Depletion	0.05	0.0	0.01	0.0
18	124.94020681359207	Electrolyte	Right electrode	Depletion	0.05	0.0	0.01	0.0
18	124.94020681359207	Left active material	Volume	Depletion	0.05	0.0	0.01	0.0
18	124.94020681359207	Left active material	Volume	Saturation	0.95	0.0	0.99	0.0
18	124.94020681359207	Right active material	Volume	Depletion	0.05	0.0	0.01	0.0
18	124.94020681359207	Right active material	Volume	Saturation	0.95	0.0	0.99	0.0
19	136.03947870135624	Electrolyte	Left activeinterface	Depletion	0.05	0.0	0.01	0.0
19	136.03947870135624	Electrolyte	Right active interface	Depletion	0.05	0.0	0.01	0.0
19	136.03947870135624	Left active material	Active interface	Depletion	0.05	0.0	0.01	0.0
19	136.03947870135624	Left active material	Active interface	Saturation	0.95	0.0	0.99	0.0
19	136.03947870135624	Right active material	Active interface	Depletion	0.05	0.0	0.01	0.0
19	136.03947870135624	Right active material	Active interface	Saturation	0.95	0.0	0.99	0.0
19	136.03947870135624	Electrolyte	Left electrode	Depletion	0.05	0.0	0.01	0.0
19	136.03947870135624	Electrolyte	Separator	Depletion	0.05	0.0	0.01	0.0
19	136.03947870135624	Electrolyte	Right electrode	Depletion	0.05	0.0	0.01	0.0
19	136.03947870135624	Left active material	Volume	Depletion	0.05	0.0	0.01	0.0
19	136.03947870135624	Left active material	Volume	Saturation	0.95	0.0	0.99	0.0
19	136.03947870135624	Right active material	Volume	Depletion	0.05	0.0	0.01	0.0
19	136.03947870135624	Right active material	Volume	Saturation	0.95	0.0	0.99	0.0
20	147.1387505891204	Electrolyte	Left activeinterface	Depletion	0.05	0.0	0.01	0.0
20	147.1387505891204	Electrolyte	Right active interface	Depletion	0.05	0.0	0.01	0.0
20	147.1387505891204	Left active material	Active interface	Depletion	0.05	0.0	0.01	0.0
20	147.1387505891204	Left active material	Active interface	Saturation	0.95	0.0	0.99	0.0
20	147.1387505891204	Right active material	Active interface	Depletion	0.05	0.0	0.01	0.0
20	147.1387505891204	Right active material	Active interface	Saturation	0.95	0.0	0.99	0.0
20	147.1387505891204	Electrolyte	Left electrode	Depletion	0.05	0.0	0.01	0.0
20	147.1387505891204	Electrolyte	Separator	Depletion	0.05	0.0	0.01	0.0
20	147.1387505891204	Electrolyte	Right electrode	Depletion	0.05	0.0	0.01	0.0
20	147.1387505891204	Left active material	Volume	Depletion	0.05	0.0	0.01	0.0
20	147.1387505891204	Left active material	Volume	Saturation	0.95	0.0	0.99	0.0
20	147.1387505891204	Right active material	Volume	Depletion	0.05	0.0	0.01	0.0
20	147.1387505891204	Right active material	Volume	Saturation	0.95	0.0	0.99	0.0
21	158.23802247688457	Electrolyte	Left activeinterface	Depletion	0.05	0.0	0.01	0.0
21	158.23802247688457	Electrolyte	Right active interface	Depletion	0.05	0.0	0.01	0.0
21	158.23802247688457	Left active material	Active interface	Depletion	0.05	0.0	0.01	0.0
21	158.23802247688457	Left active material	Active interface	Saturation	0.95	0.0	0.99	0.0
21	158.23802247688457	Right active material	Active interface	Depletion	0.05	0.0	0.01	0.0
21	158.23802247688457	Right active material	Active interface	Saturation	0.95	0.0	0.99	0.0
21	158.23802247688457	Electrolyte	Left electrode	Depletion	0.05	0.0	0.01	0.0
21	158.23802247688457	Electrolyte	Separator	Depletion	0.05	0.0	0.01	0.0
21	158.23802247688457	Electrolyte	Right electrode	Depletion	0.05	0.0	0.01	0.0
21	158.23802247688457	Left active material	Volume	Depletion	0.05	0.0	0.01	0.0
21	158.23802247688457	Left active material	Volume	Saturation	0.95	0.0	0.99	0.0
21	158.23802247688457	Right active material	Volume	Depletion	0.05	0.0	0.01	0.0
21	158.23802247688457	Right active material	Volume	Saturation	0.95	0.0	0.99	0.0
22	169.33729436464873	Electrolyte	Left activeinterface	Depletion	0.05	0.0	0.01	0.0
22	169.33729436464873	Electrolyte	Right active interface	Depletion	0.05	0.0	0.01	0.0
22	169.33729436464873	Left active material	Active interface	Depletion	0.05	0.0	0.01	0.0
22	169.33729436464873	Left active material	Active interface	Saturation	0.95	0.0	0.99	0.0
22	169.33729436464873	Right active material	Active interface	Depletion	0.05	0.0	0.01	0.0
22	169.33729436464873	Right active material	Active interface	Saturation	0.95	0.0	0.99	0.0
22	169.33729436464873	Electrolyte	Left electrode	Depletion	0.05	0.0	0.01	0.0
22	169.33729436464873	Electrolyte	Separator	Depletion	0.05	0.0	0.01	0.0
22	169.33729436464873	Electrolyte	Right electrode	Depletion	0.05	0.0	0.01	0.0
22	169.33729436464873	Left active material	Volume	Depletion	0.05	0.0	0.01	0.0
22	169.33729436464873	Left active material	Volume	Saturation	0.95	0.0	0.99	0.0
22	169.33729436464873	Right active material	Volume	Depletion	0.05	0.0	0.01	0.0
22	169.33729436464873	Right active material	Volume	Saturation	0.95	0.0	0.99	0.0
23	180.4365662524129	Electrolyte	Left activeinterface	Depletion	0.05	0.0	0.01	0.0
23	180.4365662524129	Electrolyte	Right active interface	Depletion	0.05	0.0	0.01	0.0
23	180.4365662524129	Left active material	Active interface	Depletion	0.05	0.0	0.01	0.0
23	180.4365662524129	Left active material	Active interface	Saturation	0.95	0.0	0.99	0.0
23	180.4365662524129	Right active material	Active interface	Depletion	0.05	0.0	0.01	0.0
23	180.4365662524129	Right active material	Active interface	Saturation	0.95	0.0	0.99	0.0
23	180.4365662524129	Electrolyte	Left electrode	Depletion	0.05	0.0	0.01	0.0
23	180.4365662524129	Electrolyte	Separator	Depletion	0.05	0.0	0.01	0.0
23	180.4365662524129	Electrolyte	Right electrode	Depletion	0.05	0.0	0.01	0.0
23	180.4365662524129	Left active material	Volume	Depletion	0.05	0.0	0.01	0.0
23	180.4365662524129	Left active material	Volume	Saturation	0.95	0.0	0.99	0.0
23	180.4365662524129	Right active material	Volume	Depletion	0.05	0.0	0.01	0.0
23	180.4365662524129	Right active material	Volume	Saturation	0.95	0.0	0.99	0.0
24	191.53583814017705	Electrolyte	Left activeinterface	Depletion	0.05	0.0	0.01	0.0
24	191.53583814017705	Electrolyte	Right active interface	Depletion	0.05	0.0	0.01	0.0
24	191.53583814017705	Left active material	Active interface	Depletion	0.05	0.0	0.01	0.0
24	191.53583814017705	Left active material	Active interface	Saturation	0.95	0.0	0.99	0.0
24	191.53583814017705	Right active material	Active interface	Depletion	0.05	0.0	0.01	0.0
24	191.53583814017705	Right active material	Active interface	Saturation	0.95	0.0	0.99	0.0
24	191.53583814017705	Electrolyte	Left electrode	Depletion	0.05	0.0	0.01	0.0
24	191.53583814017705	Electrolyte	Separator	Depletion	0.05	0.0	0.01	0.0
24	191.53583814017705	Electrolyte	Right electrode	Depletion	0.05	0.0	0.01	0.0
24	191.53583814017705	Left active material	Volume	Depletion	0.05	0.0	0.01	0.0
24	191.53583814017705	Left active material	Volume	Saturation	0.95	0.0	0.99	0.0
24	191.53583814017705	Right active material	Volume	Depletion	0.05	0.0	0.01	0.0
24	191.53583814017705	Right active material	Volume	Saturation	0.95	0.0	0.99	0.0
25	202.6351100279412	Electrolyte	Left activeinterface	Depletion	0.05	0.0	0.01	0.0
25	202.6351100279412	Electrolyte	Right active interface	Depletion	0.05	0.0	0.01	0.0
25	202.6351100279412	Left active material	Active interface	Depletion	0.05	0.0	0.01	0.0
25	202.6351100279412	Left active material	Active interface	Saturation	0.95	0.0	0.99	0.0
25	202.6351100279412	Right active material	Active interface	Depletion	0.05	0.0	0.01	0.0
25	202.6351100279412	Right active material	Active interface	Saturation	0.95	0.0	0.99	0.0
25	202.6351100279412	Electrolyte	Left electrode	Depletion	0.05	0.0	0.01	0.0
25	202.6351100279412	Electrolyte	Separator	Depletion	0.05	0.0	0.01	0.0
25	202.6351100279412	Electrolyte	Right electrode	Depletion	0.05	0.0	0.01	0.0
25	202.6351100279412	Left active material	Volume	Depletion	0.05	0.0	0.01	0.0
25	202.6351100279412	Left active material	Volume	Saturation	0.95	0.0	0.99	0.0
25	202.6351100279412	Right active material	Volume	Depletion	0.05	0.0	0.01	0.0
25	202.6351100279412	Right active material	Volume	Saturation	0.95	0.0	0.99	0.0
26	213.73438191570537	Electrolyte	Left activeinterface	Depletion	0.05	0.0	0.01	0.0
26	213.73438191570537	Electrolyte	Right active interface	Depletion	0.05	0.0	0.01	0.0
26	213.73438191570537	Left active material	Active interface	Depletion	0.05	0.0	0.01	0.0
26	213.73438191570537	Left active material	Active interface	Saturation	0.95	0.0	0.99	0.0
