Time step	Time[s]	Domain	Location	Type	Threshold 1	[%]	Threshold 2	[%]
43	402.4220040076965	Electrolyte	Right electrode	Depletion	0.05	0.0	0.01	0.0
43	402.4220040076965	Left active material	Volume	Depletion	0.05	0.0	0.01	0.0
43	402.4220040076965	Left active material	Volume	Saturation	0.95	0.0	0.99	0.0
43	402.4220040076965	Right active material	Volume	Depletion	0.05	0.0	0.01	0.0
43	402.4220040076965	Right active material	Volume	Saturation	0.95	0.0	0.99	0.0
44	413.5212758954607	Electrolyte	Left activeinterface	Depletion	0.05	0.0	0.01	0.0
44	413.5212758954607	Electrolyte	Right active interface	Depletion	0.05	0.0	0.01	0.0
44	413.5212758954607	Left active material	Active interface	Depletion	0.05	0.0	0.01	0.0
44	413.5212758954607	Left active material	Active interface	Saturation	0.95	0.0	0.99	0.0
44	413.5212758954607	Right active material	Active interface	Depletion	0.05	0.0	0.01	0.0
44	413.5212758954607	Right active material	Active interface	Saturation	0.95	0.0	0.99	0.0
44	413.5212758954607	Electrolyte	Left electrode	Depletion	0.05	0.0	0.01	0.0
44	413.5212758954607	Electrolyte	Separator	Depletion	0.05	0.0	0.01	0.0
44	413.5212758954607	Electrolyte	Right electrode	Depletion	0.05	0.0	0.01	0.0
44	413.5212758954607	Left active material	Volume	Depletion	0.05	0.0	0.01	0.0
44	413.5212758954607	Left active material	Volume	Saturation	0.95	0.0	0.99	0.0
44	413.5212758954607	Right active material	Volume	Depletion	0.05	0.0	0.01	0.0
44	413.5212758954607	Right active material	Volume	Saturation	0.95	0.0	0.99	0.0
45	424.6205477832249	Electrolyte	Left activeinterface	Depletion	0.05	0.0	0.01	0.0
45	424.6205477832249	Electrolyte	Right active interface	Depletion	0.05	0.0	0.01	0.0
45	424.6205477832249	Left active material	Active interface	Depletion	0.05	0.0	0.01	0.0
45	424.6205477832249	Left active material	Active interface	Saturation	0.95	0.0	0.99	0.0
45	424.6205477832249	Right active material	Active interface	Depletion	0.05	0.0	0.01	0.0
45	424.6205477832249	Right active material	Active interface	Saturation	0.95	0.0	0.99	0.0
45	424.6205477832249	Electrolyte	Left electrode	Depletion	0.05	0.0	0.01	0.0
45	424.6205477832249	Electrolyte	Separator	Depletion	0.05	0.0	0.01	0.0
45	424.6205477832249	Electrolyte	Right electrode	Depletion	0.05	0.0	0.01	0.0
45	424.6205477832249	Left active material	Volume	Depletion	0.05	0.0	0.01	0.0
45	424.6205477832249	Left active material	Volume	Saturation	0.95	0.0	0.99	0.0
45	424.6205477832249	Right active material	Volume	Depletion	0.05	0.0	0.01	0.0
45	424.6205477832249	Right active material	Volume	Saturation	0.95	0.0	0.99	0.0
46	435.71981967098907	Electrolyte	Left activeinterface	Depletion	0.05	0.0	0.01	0.0
46	435.71981967098907	Electrolyte	Right active interface	Depletion	0.05	0.0	0.01	0.0
46	435.71981967098907	Left active material	Active interface	Depletion	0.05	0.0	0.01	0.0
46	435.71981967098907	Left active material	Active interface	Saturation	0.95	0.0	0.99	0.0
46	435.71981967098907	Right active material	Active interface	Depletion	0.05	0.0	0.01	0.0
46	435.71981967098907	Right active material	Active interface	Saturation	0.95	0.0	0.99	0.0
46	435.71981967098907	Electrolyte	Left electrode	Depletion	0.05	0.0	0.01	0.0
46	435.71981967098907	Electrolyte	Separator	Depletion	0.05	0.0	0.01	0.0
46	435.71981967098907	Electrolyte	Right electrode	Depletion	0.05	0.0	0.01	0.0
46	435.71981967098907	Left active material	Volume	Depletion	0.05	0.0	0.01	0.0
46	435.71981967098907	Left active material	Volume	Saturation	0.95	0.0	0.99	0.0
46	435.71981967098907	Right active material	Volume	Depletion	0.05	0.0	0.01	0.0
46	435.71981967098907	Right active material	Volume	Saturation	0.95	0.0	0.99	0.0
47	446.81909155875326	Electrolyte	Left activeinterface	Depletion	0.05	0.0	0.01	0.0
47	446.81909155875326	Electrolyte	Right active interface	Depletion	0.05	0.0	0.01	0.0
47	446.81909155875326	Left active material	Active interface	Depletion	0.05	0.0	0.01	0.0
47	446.81909155875326	Left active material	Active interface	Saturation	0.95	0.0	0.99	0.0
47	446.81909155875326	Right active material	Active interface	Depletion	0.05	0.0	0.01	0.0
47	446.81909155875326	Right active material	Active interface	Saturation	0.95	0.0	0.99	0.0
47	446.81909155875326	Electrolyte	Left electrode	Depletion	0.05	0.0	0.01	0.0
47	446.81909155875326	Electrolyte	Separator	Depletion	0.05	0.0	0.01	0.0
47	446.81909155875326	Electrolyte	Right electrode	Depletion	0.05	0.0	0.01	0.0
47	446.81909155875326	Left active material	Volume	Depletion	0.05	0.0	0.01	0.0
47	446.81909155875326	Left active material	Volume	Saturation	0.95	0.0	0.99	0.0
47	446.81909155875326	Right active material	Volume	Depletion	0.05	0.0	0.01	0.0
47	446.81909155875326	Right active material	Volume	Saturation	0.95	0.0	0.99	0.0
48	457.91836344651745	Electrolyte	Left activeinterface	Depletion	0.05	0.0	0.01	0.0
48	457.91836344651745	Electrolyte	Right active interface	Depletion	0.05	0.0	0.01	0.0
48	457.91836344651745	Left active material	Active interface	Depletion	0.05	0.0	0.01	0.0
48	457.91836344651745	Left active material	Active interface	Saturation	0.95	0.0	0.99	0.0
48	457.91836344651745	Right active material	Active interface	Depletion	0.05	0.0	0.01	0.0
48	457.91836344651745	Right active material	Active interface	Saturation	0.95	0.0	0.99	0.0
48	457.91836344651745	Electrolyte	Left electrode	Depletion	0.05	0.0	0.01	0.0
48	457.91836344651745	Electrolyte	Separator	Depletion	0.05	0.0	0.01	0.0
48	457.91836344651745	Electrolyte	Right electrode	Depletion	0.05	0.0	0.01	0.0
48	457.91836344651745	Left active material	Volume	Depletion	0.05	0.0	0.01	0.0
48	457.91836344651745	Left active material	Volume	Saturation	0.95	0.0	0.99	0.0
48	457.91836344651745	Right active material	Volume	Depletion	0.05	0.0	0.01	0.0
48	457.91836344651745	Right active material	Volume	Saturation	0.95	0.0	0.99	0.0
49	469.01763533428164	Electrolyte	Left activeinterface	Depletion	0.05	0.0	0.01	0.0
49	469.01763533428164	Electrolyte	Right active interface	Depletion	0.05	0.0	0.01	0.0
49	469.01763533428164	Left active material	Active interface	Depletion	0.05	0.0	0.01	0.0
49	469.01763533428164	Left active material	Active interface	Saturation	0.95	0.0	0.99	0.0
49	469.01763533428164	Right active material	Active interface	Depletion	0.05	0.0	0.01	0.0
49	469.01763533428164	Right active material	Active interface	Saturation	0.95	0.0	0.99	0.0
49	469.01763533428164	Electrolyte	Left electrode	Depletion	0.05	0.0	0.01	0.0
49	469.01763533428164	Electrolyte	Separator	Depletion	0.05	0.0	0.01	0.0
49	469.01763533428164	Electrolyte	Right electrode	Depletion	0.05	0.0	0.01	0.0
49	469.01763533428164	Left active material	Volume	Depletion	0.05	0.0	0.01	0.0
49	469.01763533428164	Left active material	Volume	Saturation	0.95	0.0	0.99	0.0
49	469.01763533428164	Right active material	Volume	Depletion	0.05	0.0	0.01	0.0
49	469.01763533428164	Right active material	Volume	Saturation	0.95	0.0	0.99	0.0
50	480.1169072220458	Electrolyte	Left activeinterface	Depletion	0.05	0.0	0.01	0.0
50	480.1169072220458	Electrolyte	Right active interface	Depletion	0.05	0.0	0.01	0.0
50	480.1169072220458	Left active material	Active interface	Depletion	0.05	0.0	0.01	0.0
50	480.1169072220458	Left active material	Active interface	Saturation	0.95	0.0	0.99	0.0
50	480.1169072220458	Right active material	Active interface	Depletion	0.05	0.0	0.01	0.0
50	480.1169072220458	Right active material	Active interface	Saturation	0.95	0.0	0.99	0.0
50	480.1169072220458	Electrolyte	Left electrode	Depletion	0.05	0.0	0.01	0.0
50	480.1169072220458	Electrolyte	Separator	Depletion	0.05	0.0	0.01	0.0
50	480.1169072220458	Electrolyte	Right electrode	Depletion	0.05	0.0	0.01	0.0
50	480.1169072220458	Left active material	Volume	Depletion	0.05	0.0	0.01	0.0
50	480.1169072220458	Left active material	Volume	Saturation	0.95	0.0	0.99	0.0
50	480.1169072220458	Right active material	Volume	Depletion	0.05	0.0	0.01	0.0
50	480.1169072220458	Right active material	Volume	Saturation	0.95	0.0	0.99	0.0
51	491.21617910981	Electrolyte	Left activeinterface	Depletion	0.05	0.0	0.01	0.0
51	491.21617910981	Electrolyte	Right active interface	Depletion	0.05	0.0	0.01	0.0
51	491.21617910981	Left active material	Active interface	Depletion	0.05	0.0	0.01	0.0
51	491.21617910981	Left active material	Active interface	Saturation	0.95	0.0	0.99	0.0
51	491.21617910981	Right active material	Active interface	Depletion	0.05	0.0	0.01	0.0
51	491.21617910981	Right active material	Active interface	Saturation	0.95	0.0	0.99	0.0
51	491.21617910981	Electrolyte	Left electrode	Depletion	0.05	0.0	0.01	0.0
51	491.21617910981	Electrolyte	Separator	Depletion	0.05	0.0	0.01	0.0
51	491.21617910981	Electrolyte	Right electrode	Depletion	0.05	0.0	0.01	0.0
51	491.21617910981	Left active material	Volume	Depletion	0.05	0.0	0.01	0.0
51	491.21617910981	Left active material	Volume	Saturation	0.95	0.0	0.99	0.0
51	491.21617910981	Right active material	Volume	Depletion	0.05	0.0	0.01	0.0
51	491.21617910981	Right active material	Volume	Saturation	0.95	0.0	0.99	0.0
52	502.3154509975742	Electrolyte	Left activeinterface	Depletion	0.05	0.0	0.01	0.0
52	502.3154509975742	Electrolyte	Right active interface	Depletion	0.05	0.0	0.01	0.0
52	502.3154509975742	Left active material	Active interface	Depletion	0.05	0.0	0.01	0.0
52	502.3154509975742	Left active material	Active interface	Saturation	0.95	0.0	0.99	0.0
52	502.3154509975742	Right active material	Active interface	Depletion	0.05	0.0	0.01	0.0
52	502.3154509975742	Right active material	Active interface	Saturation	0.95	0.0	0.99	0.0
52	502.3154509975742	Electrolyte	Left electrode	Depletion	0.05	0.0	0.01	0.0
52	502.3154509975742	Electrolyte	Separator	Depletion	0.05	0.0	0.01	0.0
52	502.3154509975742	Electrolyte	Right electrode	Depletion	0.05	0.0	0.01	0.0
52	502.3154509975742	Left active material	Volume	Depletion	0.05	0.0	0.01	0.0
52	502.3154509975742	Left active material	Volume	Saturation	0.95	0.0	0.99	0.0
52	502.3154509975742	Right active material	Volume	Depletion	0.05	0.0	0.01	0.0
52	502.3154509975742	Right active material	Volume	Saturation	0.95	0.0	0.99	0.0
53	513.4147228853384	Electrolyte	Left activeinterface	Depletion	0.05	0.0	0.01	0.0
53	513.4147228853384	Electrolyte	Right active interface	Depletion	0.05	0.0	0.01	0.0
53	513.4147228853384	Left active material	Active interface	Depletion	0.05	0.0	0.01	0.0
53	513.4147228853384	Left active material	Active interface	Saturation	0.95	0.0	0.99	0.0
53	513.4147228853384	Right active material	Active interface	Depletion	0.05	0.0	0.01	0.0
53	513.4147228853384	Right active material	Active interface	Saturation	0.95	0.0	0.99	0.0
53	513.4147228853384	Electrolyte	Left electrode	Depletion	0.05	0.0	0.01	0.0
53	513.4147228853384	Electrolyte	Separator	Depletion	0.05	0.0	0.01	0.0
53	513.4147228853384	Electrolyte	Right electrode	Depletion	0.05	0.0	0.01	0.0
53	513.4147228853384	Left active material	Volume	Depletion	0.05	0.0	0.01	0.0
53	513.4147228853384	Left active material	Volume	Saturation	0.95	0.0	0.99	0.0
53	513.4147228853384	Right active material	Volume	Depletion	0.05	0.0	0.01	0.0
53	513.4147228853384	Right active material	Volume	Saturation	0.95	0.0	0.99	0.0
54	524.5139947731026	Electrolyte	Left activeinterface	Depletion	0.05	0.0	0.01	0.0
54	524.5139947731026	Electrolyte	Right active interface	Depletion	0.05	0.0	0.01	0.0
54	524.5139947731026	Left active material	Active interface	Depletion	0.05	0.0	0.01	0.0
54	524.5139947731026	Left active material	Active interface	Saturation	0.95	0.0	0.99	0.0
54	524.5139947731026	Right active material	Active interface	Depletion	0.05	0.0	0.01	0.0
54	524.5139947731026	Right active material	Active interface	Saturation	0.95	0.0	0.99	0.0
54	524.5139947731026	Electrolyte	Left electrode	Depletion	0.05	0.0	0.01	0.0
54	524.5139947731026	Electrolyte	Separator	Depletion	0.05	0.0	0.01	0.0
54	524.5139947731026	Electrolyte	Right electrode	Depletion	0.05	0.0	0.01	0.0
54	524.5139947731026	Left active material	Volume	Depletion	0.05	0.0	0.01	0.0
54	524.5139947731026	Left active material	Volume	Saturation	0.95	0.0	0.99	0.0
54	524.5139947731026	Right active material	Volume	Depletion	0.05	0.0	0.01	0.0
54	524.5139947731026	Right active material	Volume	Saturation	0.95	0.0	0.99	0.0
55	535.6132666608668	Electrolyte	Left activeinterface	Depletion	0.05	0.0	0.01	0.0
55	535.6132666608668	Electrolyte	Right active interface	Depletion	0.05	0.0	0.01	0.0
55	535.6132666608668	Left active material	Active interface	Depletion	0.05	0.0	0.01	0.0
55	535.6132666608668	Left active material	Active interface	Saturation	0.95	0.0	0.99	0.0
55	535.6132666608668	Right active material	Active interface	Depletion	0.05	0.0	0.01	0.0
55	535.6132666608668	Right active material	Active interface	Saturation	0.95	0.0	0.99	0.0
55	535.6132666608668	Electrolyte	Left electrode	Depletion	0.05	0.0	0.01	0.0
55	535.6132666608668	Electrolyte	Separator	Depletion	0.05	0.0	0.01	0.0
55	535.6132666608668	Electrolyte	Right electrode	Depletion	0.05	0.0	0.01	0.0
55	535.6132666608668	Left active material	Volume	Depletion	0.05	0.0	0.01	0.0
55	535.6132666608668	Left active material	Volume	Saturation	0.95	0.0	0.99	0.0
55	535.6132666608668	Right active material	Volume	Depletion	0.05	0.0	0.01	0.0
55	535.6132666608668	Right active material	Volume	Saturation	0.95	0.0	0.99	0.0
56	546.712538548631	Electrolyte	Left activeinterface	Depletion	0.05	0.0	0.01	0.0
56	546.712538548631	Electrolyte	Right active interface	Depletion	0.05	0.0	0.01	0.0
56	546.712538548631	Left active material	Active interface	Depletion	0.05	0.0	0.01	0.0
56	546.712538548631	Left active material	Active interface	Saturation	0.95	0.0	0.99	0.0
56	546.712538548631	Right active material	Active interface	Depletion	0.05	0.0	0.01	0.0
56	546.712538548631	Right active material	Active interface	Saturation	0.95	0.0	0.99	0.0
56	546.712538548631	Electrolyte	Left electrode	Depletion	0.05	0.0	0.01	0.0
56	546.712538548631	Electrolyte	Separator	Depletion	0.05	0.0	0.01	0.0
56	546.712538548631	Electrolyte	Right electrode	Depletion	0.05	0.0	0.01	0.0
56	546.712538548631	Left active material	Volume	Depletion	0.05	0.0	0.01	0.0
56	546.712538548631	Left active material	Volume	Saturation	0.95	0.0	0.99	0.0
56	546.712538548631	Right active material	Volume	Depletion	0.05	0.0	0.01	0.0
56	546.712538548631	Right active material	Volume	Saturation	0.95	0.0	0.99	0.0
57	557.8118104363951	Electrolyte	Left activeinterface	Depletion	0.05	0.0	0.01	0.0
57	557.8118104363951	Electrolyte	Right active interface	Depletion	0.05	0.0	0.01	0.0
57	557.8118104363951	Left active material	Active interface	Depletion	0.05	0.0	0.01	0.0
57	557.8118104363951	Left active material	Active interface	Saturation	0.95	0.0	0.99	0.0
57	557.8118104363951	Right active material	Active interface	Depletion	0.05	0.0	0.01	0.0
57	557.8118104363951	Right active material	Active interface	Saturation	0.95	0.0	0.99	0.0
57	557.8118104363951	Electrolyte	Left electrode	Depletion	0.05	0.0	0.01	0.0
57	557.8118104363951	Electrolyte	Separator	Depletion	0.05	0.0	0.01	0.0
57	557.8118104363951	Electrolyte	Right electrode	Depletion	0.05	0.0	0.01	0.0
57	557.8118104363951	Left active material	Volume	Depletion	0.05	0.0	0.01	0.0
57	557.8118104363951	Left active material	Volume	Saturation	0.95	0.0	0.99	0.0
57	557.8118104363951	Right active material	Volume	Depletion	0.05	0.0	0.01	0.0
57	557.8118104363951	Right active material	Volume	Saturation	0.95	0.0	0.99	0.0
58	568.9110823241593	Electrolyte	Left activeinterface	Depletion	0.05	0.0	0.01	0.0
58	568.9110823241593	Electrolyte	Right active interface	Depletion	0.05	0.0	0.01	0.0
58	568.9110823241593	Left active material	Active interface	Depletion	0.05	0.0	0.01	0.0
58	568.9110823241593	Left active material	Active interface	Saturation	0.95	0.0	0.99	0.0
58	568.9110823241593	Right active material	Active interface	Depletion	0.05	0.0	0.01	0.0
58	568.9110823241593	Right active material	Active interface	Saturation	0.95	0.0	0.99	0.0
58	568.9110823241593	Electrolyte	Left electrode	Depletion	0.05	0.0	0.01	0.0
58	568.9110823241593	Electrolyte	Separator	Depletion	0.05	0.0	0.01	0.0
58	568.9110823241593	Electrolyte	Right electrode	Depletion	0.05	0.0	0.01	0.0
58	568.9110823241593	Left active material	Volume	Depletion	0.05	0.0	0.01	0.0
58	568.9110823241593	Left active material	Volume	Saturation	0.95	0.0	0.99	0.0
58	568.9110823241593	Right active material	Volume	Depletion	0.05	0.0	0.01	0.0
58	568.9110823241593	Right active material	Volume	Saturation	0.95	0.0	0.99	0.0
59	580.0103542119235	Electrolyte	Left activeinterface	Depletion	0.05	0.0	0.01	0.0
59	580.0103542119235	Electrolyte	Right active interface	Depletion	0.05	0.0	0.01	0.0
59	580.0103542119235	Left active material	Active interface	Depletion	0.05	0.0	0.01	0.0
59	580.0103542119235	Left active material	Active interface	Saturation	0.95	0.0	0.99	0.0
59	580.0103542119235	Right active material	Active interface	Depletion	0.05	0.0	0.01	0.0
59	580.0103542119235	Right active material	Active interface	Saturation	0.95	0.0	0.99	0.0
59	580.0103542119235	Electrolyte	Left electrode	Depletion	0.05	0.0	0.01	0.0
59	580.0103542119235	Electrolyte	Separator	Depletion	0.05	0.0	0.01	0.0
59	580.0103542119235	Electrolyte	Right electrode	Depletion	0.05	0.0	0.01	0.0
59	580.0103542119235	Left active material	Volume	Depletion	0.05	0.0	0.01	0.0
59	580.0103542119235	Left active material	Volume	Saturation	0.95	0.0	0.99	0.0
59	580.0103542119235	Right active material	Volume	Depletion	0.05	0.0	0.01	0.0
59	580.0103542119235	Right active material	Volume	Saturation	0.95	0.0	0.99	0.0
60	591.1096260996877	Electrolyte	Left activeinterface	Depletion	0.05	0.0	0.01	0.0
60	591.1096260996877	Electrolyte	Right active interface	Depletion	0.05	0.0	0.01	0.0
60	591.1096260996877	Left active material	Active interface	Depletion	0.05	0.0	0.01	0.0
60	591.1096260996877	Left active material	Active interface	Saturation	0.95	0.0	0.99	0.0
60	591.1096260996877	Right active material	Active interface	Depletion	0.05	0.0	0.01	0.0
60	591.1096260996877	Right active material	Active interface	Saturation	0.95	0.0	0.99	0.0
60	591.1096260996877	Electrolyte	Left electrode	Depletion	0.05	0.0	0.01	0.0
60	591.1096260996877	Electrolyte	Separator	Depletion	0.05	0.0	0.01	0.0
60	591.1096260996877	Electrolyte	Right electrode	Depletion	0.05	0.0	0.01	0.0
60	591.1096260996877	Left active material	Volume	Depletion	0.05	0.0	0.01	0.0
60	591.1096260996877	Left active material	Volume	Saturation	0.95	0.0	0.99	0.0
60	591.1096260996877	Right active material	Volume	Depletion	0.05	0.0	0.01	0.0
60	591.1096260996877	Right active material	Volume	Saturation	0.95	0.0	0.99	0.0
61	602.2088979874519	Electrolyte	Left activeinterface	Depletion	0.05	0.0	0.01	0.0
61	602.2088979874519	Electrolyte	Right active interface	Depletion	0.05	0.0	0.01	0.0
61	602.2088979874519	Left active material	Active interface	Depletion	0.05	0.0	0.01	0.0
61	602.2088979874519	Left active material	Active interface	Saturation	0.95	0.0	0.99	0.0
61	602.2088979874519	Right active material	Active interface	Depletion	0.05	0.0	0.01	0.0
61	602.2088979874519	Right active material	Active interface	Saturation	0.95	0.0	0.99	0.0
61	602.2088979874519	Electrolyte	Left electrode	Depletion	0.05	0.0	0.01	0.0
61	602.2088979874519	Electrolyte	Separator	Depletion	0.05	0.0	0.01	0.0
61	602.2088979874519	Electrolyte	Right electrode	Depletion	0.05	0.0	0.01	0.0
61	602.2088979874519	Left active material	Volume	Depletion	0.05	0.0	0.01	0.0
61	602.2088979874519	Left active material	Volume	Saturation	0.95	0.0	0.99	0.0
61	602.2088979874519	Right active material	Volume	Depletion	0.05	0.0	0.01	0.0
61	602.2088979874519	Right active material	Volume	Saturation	0.95	0.0	0.99	0.0
62	613.3081698752161	Electrolyte	Left activeinterface	Depletion	0.05	0.0	0.01	0.0
62	613.3081698752161	Electrolyte	Right active interface	Depletion	0.05	0.0	0.01	0.0
62	613.3081698752161	Left active material	Active interface	Depletion	0.05	0.0	0.01	0.0
62	613.3081698752161	Left active material	Active interface	Saturation	0.95	0.0	0.99	0.0
62	613.3081698752161	Right active material	Active interface	Depletion	0.05	0.0	0.01	0.0
62	613.3081698752161	Right active material	Active interface	Saturation	0.95	0.0	0.99	0.0
62	613.3081698752161	Electrolyte	Left electrode	Depletion	0.05	0.0	0.01	0.0
62	613.3081698752161	Electrolyte	Separator	Depletion	0.05	0.0	0.01	0.0
62	613.3081698752161	Electrolyte	Right electrode	Depletion	0.05	0.0	0.01	0.0
62	613.3081698752161	Left active material	Volume	Depletion	0.05	0.0	0.01	0.0
62	613.3081698752161	Left active material	Volume	Saturation	0.95	0.0	0.99	0.0
62	613.3081698752161	Right active material	Volume	Depletion	0.05	0.0	0.01	0.0
62	613.3081698752161	Right active material	Volume	Saturation	0.95	0.0	0.99	0.0
63	624.4074417629803	Electrolyte	Left activeinterface	Depletion	0.05	0.0	0.01	0.0
63	624.4074417629803	Electrolyte	Right active interface	Depletion	0.05	0.0	0.01	0.0
63	624.4074417629803	Left active material	Active interface	Depletion	0.05	0.0	0.01	0.0
63	624.4074417629803	Left active material	Active interface	Saturation	0.95	0.0	0.99	0.0
63	624.4074417629803	Right active material	Active interface	Depletion	0.05	0.0	0.01	0.0
63	624.4074417629803	Right active material	Active interface	Saturation	0.95	0.0	0.99	0.0
63	624.4074417629803	Electrolyte	Left electrode	Depletion	0.05	0.0	0.01	0.0
63	624.4074417629803	Electrolyte	Separator	Depletion	0.05	0.0	0.01	0.0
63	624.4074417629803	Electrolyte	Right electrode	Depletion	0.05	0.0	0.01	0.0
63	624.4074417629803	Left active material	Volume	Depletion	0.05	0.0	0.01	0.0
63	624.4074417629803	Left active material	Volume	Saturation	0.95	0.0	0.99	0.0
63	624.4074417629803	Right active material	Volume	Depletion	0.05	0.0	0.01	0.0
63	624.4074417629803	Right active material	Volume	Saturation	0.95	0.0	0.99	0.0
64	635.5067136507445	Electrolyte	Left activeinterface	Depletion	0.05	0.0	0.01	0.0
64	635.5067136507445	Electrolyte	Right active interface	Depletion	0.05	0.0	0.01	0.0
64	635.5067136507445	Left active material	Active interface	Depletion	0.05	0.0	0.01	0.0
64	635.5067136507445	Left active material	Active interface	Saturation	0.95	0.0	0.99	0.0
64	635.5067136507445	Right active material	Active interface	Depletion	0.05	0.0	0.01	0.0
64	635.5067136507445	Right active material	Active interface	Saturation	0.95	0.0	0.99	0.0
64	635.5067136507445	Electrolyte	Left electrode	Depletion	0.05	0.0	0.01	0.0
64	635.5067136507445	Electrolyte	Separator	Depletion	0.05	0.0	0.01	0.0
64	635.5067136507445	Electrolyte	Right electrode	Depletion	0.05	0.0	0.01	0.0
64	635.5067136507445	Left active material	Volume	Depletion	0.05	0.0	0.01	0.0
64	635.5067136507445	Left active material	Volume	Saturation	0.95	0.0	0.99	0.0
64	635.5067136507445	Right active material	Volume	Depletion	0.05	0.0	0.01	0.0
64	635.5067136507445	Right active material	Volume	Saturation	0.95	0.0	0.99	0.0
65	646.6059855385087	Electrolyte	Left activeinterface	Depletion	0.05	0.0	0.01	0.0
65	646.6059855385087	Electrolyte	Right active interface	Depletion	0.05	0.0	0.01	0.0
65	646.6059855385087	Left active material	Active interface	Depletion	0.05	0.0	0.01	0.0
65	646.6059855385087	Left active material	Active interface	Saturation	0.95	0.0	0.99	0.0
65	646.6059855385087	Right active material	Active interface	Depletion	0.05	0.0	0.01	0.0
65	646.6059855385087	Right active material	Active interface	Saturation	0.95	0.0	0.99	0.0
65	646.6059855385087	Electrolyte	Left electrode	Depletion	0.05	0.0	0.01	0.0
65	646.6059855385087	Electrolyte	Separator	Depletion	0.05	0.0	0.01	0.0
65	646.6059855385087	Electrolyte	Right electrode	Depletion	0.05	0.0	0.01	0.0
65	646.6059855385087	Left active material	Volume	Depletion	0.05	0.0	0.01	0.0
65	646.6059855385087	Left active material	Volume	Saturation	0.95	0.0	0.99	0.0
65	646.6059855385087	Right active material	Volume	Depletion	0.05	0.0	0.01	0.0
65	646.6059855385087	Right active material	Volume	Saturation	0.95	0.0	0.99	0.0
66	657.7052574262729	Electrolyte	Left activeinterface	Depletion	0.05	0.0	0.01	0.0
66	657.7052574262729	Electrolyte	Right active interface	Depletion	0.05	0.0	0.01	0.0
66	657.7052574262729	Left active material	Active interface	Depletion	0.05	0.0	0.01	0.0
66	657.7052574262729	Left active material	Active interface	Saturation	0.95	0.0	0.99	0.0
66	657.7052574262729	Right active material	Active interface	Depletion	0.05	0.0	0.01	0.0
66	657.7052574262729	Right active material	Active interface	Saturation	0.95	0.0	0.99	0.0
66	657.7052574262729	Electrolyte	Left electrode	Depletion	0.05	0.0	0.01	0.0
66	657.7052574262729	Electrolyte	Separator	Depletion	0.05	0.0	0.01	0.0
66	657.7052574262729	Electrolyte	Right electrode	Depletion	0.05	0.0	0.01	0.0
66	657.7052574262729	Left active material	Volume	Depletion	0.05	0.0	0.01	0.0
66	657.7052574262729	Left active material	Volume	Saturation	0.95	0.0	0.99	0.0
66	657.7052574262729	Right active material	Volume	Depletion	0.05	0.0	0.01	0.0
66	657.7052574262729	Right active material	Volume	Saturation	0.95	0.0	0.99	0.0
67	668.804529314037	Electrolyte	Left activeinterface	Depletion	0.05	0.0	0.01	0.0
67	668.804529314037	Electrolyte	Right active interface	Depletion	0.05	0.0	0.01	0.0
67	668.804529314037	Left active material	Active interface	Depletion	0.05	0.0	0.01	0.0
67	668.804529314037	Left active material	Active interface	Saturation	0.95	0.0	0.99	0.0
67	668.804529314037	Right active material	Active interface	Depletion	0.05	0.0	0.01	0.0
67	668.804529314037	Right active material	Active interface	Saturation	0.95	0.0	0.99	0.0
67	668.804529314037	Electrolyte	Left electrode	Depletion	0.05	0.0	0.01	0.0
67	668.804529314037	Electrolyte	Separator	Depletion	0.05	0.0	0.01	0.0
67	668.804529314037	Electrolyte	Right electrode	Depletion	0.05	0.0	0.01	0.0
67	668.804529314037	Left active material	Volume	Depletion	0.05	0.0	0.01	0.0
67	668.804529314037	Left active material	Volume	Saturation	0.95	0.0	0.99	0.0
67	668.804529314037	Right active material	Volume	Depletion	0.05	0.0	0.01	0.0
67	668.804529314037	Right active material	Volume	Saturation	0.95	0.0	0.99	0.0
68	679.9038012018012	Electrolyte	Left activeinterface	Depletion	0.05	0.0	0.01	0.0
68	679.9038012018012	Electrolyte	Right active interface	Depletion	0.05	0.0	0.01	0.0
68	679.9038012018012	Left active material	Active interface	Depletion	0.05	0.0	0.01	0.0
68	679.9038012018012	Left active material	Active interface	Saturation	0.95	0.0	0.99	0.0
68	679.9038012018012	Right active material	Active interface	Depletion	0.05	0.0	0.01	0.0
68	679.9038012018012	Right active material	Active interface	Saturation	0.95	0.0	0.99	0.0
68	679.9038012018012	Electrolyte	Left electrode	Depletion	0.05	0.0	0.01	0.0
68	679.9038012018012	Electrolyte	Separator	Depletion	0.05	0.0	0.01	0.0
68	679.9038012018012	Electrolyte	Right electrode	Depletion	0.05	0.0	0.01	0.0
68	679.9038012018012	Left active material	Volume	Depletion	0.05	0.0	0.01	0.0
68	679.9038012018012	Left active material	Volume	Saturation	0.95	0.0	0.99	0.0
68	679.9038012018012	Right active material	Volume	Depletion	0.05	0.0	0.01	0.0
68	679.9038012018012	Right active material	Volume	Saturation	0.95	0.0	0.99	0.0
69	691.0030730895654	Electrolyte	Left activeinterface	Depletion	0.05	0.0	0.01	0.0
69	691.0030730895654	Electrolyte	Right active interface	Depletion	0.05	0.0	0.01	0.0
69	691.0030730895654	Left active material	Active interface	Depletion	0.05	0.0	0.01	0.0
69	691.0030730895654	Left active material	Active interface	Saturation	0.95	0.0	0.99	0.0
