Domain	Time step	Time[s]	Field	Unit	Initial	Mean	Min	Max	Std	Std[%]	Variation	Variation[%]
Electrolyte + Separator	3	4.231597407210087	Normalized concentration	[]	1.0	1.0044103223640697	0.9494298497749616	1.0623802349758364	0.058263493669564057	5.800766118415619	0.004410322364069685	0.44103223640696854
Right active material	3	4.231597407210087	Intercalation fraction	[]	0.04	0.04249865751661816	0.039781303012866295	0.05870877275746887	0.004105528627451466	9.660372509046669	0.0024986575166181593	6.246643791545398
Left active material	3	4.231597407210087	Potential vs Li.	[V]	0.0	0.015258928340008256	0.015171879845709663	0.01542302333976186	1.1024561146907864e-05	0.07224990445755003	0.015258928340008256	0.0
Electrolyte, left electrode	3	4.231597407210087	Potential vs Li.	[V]	-3.6801572266265046	-3.6721786286470435	-3.677201380146125	-3.6688325760386857	0.00039292197557987975	0.010699969018781475	0.0079785979794611	-0.21680046498379782
Separator	3	4.231597407210087	Potential vs Li.	[V]	-3.6801572266265046	-3.6798473933474223	-3.6825119109658417	-3.6771368593625255	0.0007819038848028414	0.02124826932268538	0.0003098332790822944	-0.008419022884147528
Electrolyte, right electrode	3	4.231597407210087	Potential vs Li.	[V]	-3.6801572266265046	-3.6857734879930226	-3.6880012336852315	-3.682466610458088	0.0002609094688864775	0.007078825373729899	-0.005616261366518049	0.15260927782877137
Electrolyte + Separator	3	4.231597407210087	Potential vs Li.	[V]	-3.6801572266265046	-3.6790931437884185	-3.6880012336852315	-3.6688325760386857	0.008953721855812013	0.24336763180157564	0.0010640828380861223	-0.028914059170823434
Right active material	3	4.231597407210087	Potential vs Li.	[V]	-3.346647603707168	-3.417844748440747	-3.417860826927557	-3.4178364343731733	1.2413155488688226e-06	3.631866396021822e-05	-0.07119714473357863	2.1274168411012773
Left active material	4	6.399423947789025	Intercalation fraction	[]	0.92	0.9178668586835796	0.8833891022935044	0.9228170515884749	0.00503523106955884	0.5485796792769893	-0.002133141316420395	-0.23186318656743424
Electrolyte, left electrode	4	6.399423947789025	Normalized concentration	[]	1.0	1.0700972509341462	1.0274417396093152	1.09193870066066	0.002946741468144608	0.2753713707394117	0.0700972509341462	7.0097250934146205
Separator	4	6.399423947789025	Normalized concentration	[]	1.0	1.0006690680374086	0.9740486835599426	1.0280427158704226	0.0078020212834228626	0.779680469060484	0.0006690680374086266	0.06690680374086266
Electrolyte, right electrode	4	6.399423947789025	Normalized concentration	[]	1.0	0.9442358110874484	0.9269125317930776	0.974489210910913	0.002203469104725231	0.23336004405358457	-0.05576418891255164	-5.576418891255164
Electrolyte + Separator	4	6.399423947789025	Normalized concentration	[]	1.0	1.006293435735563	0.9269125317930776	1.09193870066066	0.08286163040677158	8.23434074636518	0.006293435735563069	0.6293435735563069
Right active material	4	6.399423947789025	Intercalation fraction	[]	0.04	0.04377870747391227	0.039868264356981285	0.06377459805874994	0.005569049672077252	12.720909303667494	0.0037787074739122697	9.446768684780674
Left active material	4	6.399423947789025	Potential vs Li.	[V]	0.0	0.018258428998101674	0.018172000972264783	0.018422010810092752	1.0977909312444283e-05	0.060125158158896394	0.018258428998101674	0.0
Electrolyte, left electrode	4	6.399423947789025	Potential vs Li.	[V]	-3.6801572266265046	-3.671954686355017	-3.6770162856766526	-3.66856998318432	0.00039670158620487084	0.010803553422886152	0.008202540271487369	-0.22288559336923774
Separator	4	6.399423947789025	Potential vs Li.	[V]	-3.6801572266265046	-3.679664104479599	-3.682328730550958	-3.676951586252986	0.0007821812249188345	0.021256864830842808	0.0004931221469055558	-0.013399485851792991
Electrolyte, right electrode	4	6.399423947789025	Potential vs Li.	[V]	-3.6801572266265046	-3.685592109577297	-3.687822769659087	-3.68228342126799	0.00026112745072074496	0.007085088174623745	-0.005434882950792641	0.14768072710237556
Electrolyte + Separator	4	6.399423947789025	Potential vs Li.	[V]	-3.6801572266265046	-3.6788930864740705	-3.687822769659087	-3.66856998318432	0.008982135258430347	0.2441532017185913	0.0012641401524340345	-0.03435016697894823
Right active material	4	6.399423947789025	Potential vs Li.	[V]	-3.346647603707168	-3.4345313827221453	-3.434547444700778	-3.4345230890678007	1.2393820392615143e-06	3.608591394726294e-05	-0.08788377901497713	2.626024291222834
Left active material	5	9.109207123512697	Intercalation fraction	[]	0.92	0.916963597625005	0.8739713984097472	0.922678621297005	0.0066772030621658485	0.7281862747285365	-0.0030364023749950286	-0.3300437364125031
Electrolyte, left electrode	5	9.109207123512697	Normalized concentration	[]	1.0	1.0930270663018244	1.0346383473655592	1.1257640348731568	0.004196029981144507	0.38389076634103114	0.09302706630182445	9.302706630182445
Separator	5	9.109207123512697	Normalized concentration	[]	1.0	0.9999894955907126	0.9655404236662296	1.035428391826529	0.010123077263749673	1.0123183601806225	-1.0504409287404037e-05	-0.0010504409287404037
Electrolyte, right electrode	5	9.109207123512697	Normalized concentration	[]	1.0	0.926327376716446	0.9023474256296798	0.9661151159006861	0.0029680139894527903	0.32040659318210324	-0.07367262328355395	-7.367262328355395
Electrolyte + Separator	5	9.109207123512697	Normalized concentration	[]	1.0	1.008375435294765	0.9023474256296798	1.1257640348731568	0.10976871306098589	10.885698839827318	0.008375435294764921	0.8375435294764921
Right active material	5	9.109207123512697	Intercalation fraction	[]	0.04	0.04537876992053006	0.03992518931870293	0.06916908361679834	0.007145152237958432	15.74558378393162	0.00537876992053006	13.44692480132515
Left active material	5	9.109207123512697	Potential vs Li.	[V]	0.0	0.021528536098106482	0.02144268618848998	0.021691634757371004	1.0934251335409274e-05	0.05078957196892342	0.021528536098106482	0.0
Electrolyte, left electrode	5	9.109207123512697	Potential vs Li.	[V]	-3.6801572266265046	-3.671717404078562	-3.676820274015494	-3.668290625746367	0.0004007772534737088	0.010915253255280082	0.008439822547942732	-0.22933320584455782
Separator	5	9.109207123512697	Potential vs Li.	[V]	-3.6801572266265046	-3.6794698433998003	-3.682134466223151	-3.6767554117157286	0.0007824269564252902	0.02126466555577937	0.0006873832267042523	-0.01867809401541132
Electrolyte, right electrode	5	9.109207123512697	Potential vs Li.	[V]	-3.6801572266265046	-3.6853979564384645	-3.687629739634163	-3.6820891547918118	0.0002611784740793371	0.007086845902837573	-0.005240729811959888	0.142405051991866
Electrolyte + Separator	5	9.109207123512697	Potential vs Li.	[V]	-3.6801572266265046	-3.678680251996461	-3.687629739634163	-3.668290625746367	0.009010976257559417	0.2449513314637514	0.0014769746300435926	-0.04013346547689467
Right active material	5	9.109207123512697	Potential vs Li.	[V]	-3.346647603707168	-3.45058706310202	-3.450603119184063	-3.4505787773144343	1.238650723512804e-06	3.589681120518133e-05	-0.10393945939485194	3.1057784297251825
Left active material	6	12.496436093167286	Intercalation fraction	[]	0.92	0.9158345213017868	0.8645145084977482	0.9218473648606308	0.008530747571585545	0.9314725939196102	-0.004165478698213265	-0.45276942371883316
Electrolyte, left electrode	6	12.496436093167286	Normalized concentration	[]	1.0	1.1175586570276594	1.0414120101771305	1.1631828371568356	0.0056450404289302815	0.5051225180376193	0.11755865702765944	11.755865702765945
Separator	6	12.496436093167286	Normalized concentration	[]	1.0	0.998615252984542	0.9561722422493882	1.0424055556117238	0.01250836698533875	1.2525711927537881	-0.0013847470154579877	-0.13847470154579877
Electrolyte, right electrode	6	12.496436093167286	Normalized concentration	[]	1.0	0.9074077161777202	0.876610315462016	0.9568835333914022	0.0037492812541769296	0.41318595680086584	-0.0925922838222798	-9.25922838222798
Electrolyte + Separator	6	12.496436093167286	Normalized concentration	[]	1.0	1.0106196858226382	0.876610315462016	1.1631828371568356	0.13841684986063038	13.696235270536999	0.01061968582263817	1.061968582263817
Right active material	6	12.496436093167286	Intercalation fraction	[]	0.04	0.047378847978802326	0.039956166402691666	0.0752367851540564	0.008851595672931919	18.682589489907972	0.007378847978802325	18.447119947005813
Left active material	6	12.496436093167286	Potential vs Li.	[V]	0.0	0.0250676870913136	0.024982338992883813	0.025230363261954592	1.0896192890007698e-05	0.043467085137573844	0.0250676870913136	0.0
Electrolyte, left electrode	6	12.496436093167286	Potential vs Li.	[V]	-3.6801572266265046	-3.6714722761782412	-3.6766177941049545	-3.6680008815889775	0.00040505590451551574	0.011032519764436572	0.00868495044826334	-0.23599400551222066
Separator	6	12.496436093167286	Potential vs Li.	[V]	-3.6801572266265046	-3.679268958330219	-3.6819334419696768	-3.676552779805184	0.0007826234802221408	0.021271167970736193	0.0008882682962854105	-0.02413669421128675
Electrolyte, right electrode	6	12.496436093167286	Potential vs Li.	[V]	-3.6801572266265046	-3.685196028599367	-3.687427889584862	-3.6818881385766256	0.0002611324307418381	0.007085984808272701	-0.005038801972862217	0.13691811687842323
Electrolyte + Separator	6	12.496436093167286	Potential vs Li.	[V]	-3.6801572266265046	-3.6784597667484475	-3.687427889584862	-3.6680008815889775	0.009039901267835132	0.2457523485658754	0.0016974598780570282	-0.046124656462382764
Right active material	6	12.496436093167286	Potential vs Li.	[V]	-3.346647603707168	-3.465921547170823	-3.465937606040117	-3.4659132589420856	1.238913605408349e-06	3.5745575557501985e-05	-0.11927394346365494	3.5639827549076903
Left active material	7	16.730472305235523	Intercalation fraction	[]	0.92	0.914423175897764	0.8550136558907614	0.9215905013044444	0.010628091103474843	1.1622727183215489	-0.005576824102236033	-0.6061765328517427
Electrolyte, left electrode	7	16.730472305235523	Normalized concentration	[]	1.0	1.142952022332755	1.047466544992883	1.2030967510338477	0.007253836166603189	0.6346579755633182	0.14295202233275495	14.295202233275495
Separator	7	16.730472305235523	Normalized concentration	[]	1.0	0.9964543071909738	0.9460730999592041	1.0486733521640308	0.014895516770565656	1.4948519629109442	-0.0035456928090261686	-0.35456928090261686
Electrolyte, right electrode	7	16.730472305235523	Normalized concentration	[]	1.0	0.888096998855597	0.8507579019146512	0.9469175467051231	0.0045015645511945306	0.5068775772231517	-0.11190300114440299	-11.1903001144403
Electrolyte + Separator	7	16.730472305235523	Normalized concentration	[]	1.0	1.0129619558620775	0.8507579019146512	1.2030967510338477	0.16791739239998216	16.576870575270192	0.01296195586207749	1.296195586207749
Right active material	7	16.730472305235523	Intercalation fraction	[]	0.04	0.049878945551642635	0.039987267902760346	0.08244080924940805	0.010697470468374522	21.446865706679965	0.009878945551642634	24.697363879106586
Left active material	7	16.730472305235523	Potential vs Li.	[V]	0.0	0.02887184736400181	0.028786937015288883	0.029034153966804855	1.0862875435106761e-05	0.037624455748006956	0.02887184736400181	0.0
Electrolyte, left electrode	7	16.730472305235523	Potential vs Li.	[V]	-3.6801572266265046	-3.6712265912491486	-3.6764160168803124	-3.6677079248522793	0.0004095386821886263	0.011155363800329566	0.008930635377355944	-0.2426699411846163
Separator	7	16.730472305235523	Potential vs Li.	[V]	-3.6801572266265046	-3.679068515194101	-3.6817327180805766	-3.676350861046543	0.0007827549597356936	0.021275900584684617	0.0010887114324034108	-0.029583285858724075
Electrolyte, right electrode	7	16.730472305235523	Potential vs Li.	[V]	-3.6801572266265046	-3.684993848686247	-3.6872252016912164	-3.6816874353200584	0.0002610349894072054	0.007083729312059779	-0.004836622059742446	0.13142433222006766
Electrolyte + Separator	7	16.730472305235523	Potential vs Li.	[V]	-3.6801572266265046	-3.678238990695269	-3.6872252016912164	-3.6677079248522793	0.0090690574046949	0.24655976481236327	0.0019182359312357455	-0.052123749424535806
Right active material	7	16.730472305235523	Potential vs Li.	[V]	-3.346647603707168	-3.4801447708805626	-3.480160839867084	-3.480136471153827	1.2400249207434749e-06	3.5631417724874024e-05	-0.13349716717339444	3.9889819001413884
Left active material	8	22.02301757032082	Intercalation fraction	[]	0.92	0.9126589941427355	0.8453789211473076	0.9212137146701245	0.013003398265599599	1.4247816927292563	-0.007341005857264493	-0.7979354192678797
Electrolyte, left electrode	8	22.02301757032082	Normalized concentration	[]	1.0	1.1681859979747884	1.052488981356239	1.2439528782343658	0.00896278265835202	0.7672393500592093	0.1681859979747884	16.81859979747884
Separator	8	22.02301757032082	Normalized concentration	[]	1.0	0.9934756037713626	0.9354806755942763	1.053910881785652	0.017203348606014534	1.7316327185786944	-0.00652439622863743	-0.652439622863743
Electrolyte, right electrode	8	22.02301757032082	Normalized concentration	[]	1.0	0.8692154721770018	0.826108878993175	0.9364482514208151	0.005172253718493458	0.5950485103003196	-0.1307845278229982	-13.07845278229982
Electrolyte + Separator	8	22.02301757032082	Normalized concentration	[]	1.0	1.0153111131497137	0.826108878993175	1.2439528782343658	0.1970641504333681	19.409238004106218	0.015311113149713673	1.5311113149713673
Right active material	8	22.02301757032082	Intercalation fraction	[]	0.04	0.05300406751769303	0.039999887832150055	0.09425317498099031	0.01269722962320042	23.955198568402782	0.013004067517693028	32.51016879423257
Left active material	8	22.02301757032082	Potential vs Li.	[V]	0.0	0.03295917509725781	0.03287464634636937	0.03312115794570401	1.0833667827617877e-05	0.03286996047578103	0.03295917509725781	0.0
Electrolyte, left electrode	8	22.02301757032082	Potential vs Li.	[V]	-3.6801572266265046	-3.6709954749069267	-3.676229243703654	-3.6674275162450756	0.0004141550065987258	0.011281817409727985	0.009161751719577893	-0.2489500082575605
Separator	8	22.02301757032082	Potential vs Li.	[V]	-3.6801572266265046	-3.6788827742932004	-3.6815465983271225	-3.6761639576394325	0.000782827019165011	0.021278933502164834	0.0012744523333041435	-0.03463037731331924
Electrolyte, right electrode	8	22.02301757032082	Potential vs Li.	[V]	-3.6801572266265046	-3.6847972546106815	-3.68701881302605	-3.681501405212926	0.00026004511579180337	0.007057243528560471	-0.004640027984176953	0.126082330140833
Electrolyte + Separator	8	22.02301757032082	Potential vs Li.	[V]	-3.6801572266265046	-3.6780289133408366	-3.68701881302605	-3.6674275162450756	0.009092439105710238	0.24720956033625552	0.002128313285667982	-0.057832129297881826
Right active material	8	22.02301757032082	Potential vs Li.	[V]	-3.346647603707168	-3.492340435177393	-3.4923565546560127	-3.4923320721377955	1.2458839587109082e-06	3.567475685247619e-05	-0.1456928314702246	4.353396255669013
Left active material	9	28.638699151677443	Intercalation fraction	[]	0.92	0.9104537669489502	0.8354302223094544	0.9210711927538107	0.015692529706745294	1.7235943522233599	-0.009546233051049846	-1.0376340272880267
Electrolyte, left electrode	9	28.638699151677443	Normalized concentration	[]	1.0	1.1920083768349297	1.0561702218356224	1.2837690479238095	0.01069164370346497	0.8969436718091566	0.19200837683492966	19.200837683492967
Separator	9	28.638699151677443	Normalized concentration	[]	1.0	0.9896891078727273	0.9246893177188978	1.0577991850927124	0.019342942079035	1.9544462927956703	-0.010310892127272653	-1.0310892127272653
Electrolyte, right electrode	9	28.638699151677443	Normalized concentration	[]	1.0	0.8517511629535471	0.8042528041657794	0.9257611833899586	0.005698774386828723	0.6690656420195302	-0.14824883704645286	-14.824883704645286
Electrolyte + Separator	9	28.638699151677443	Normalized concentration	[]	1.0	1.017554156184279	0.8042528041657794	1.2837690479238095	0.2243879084357856	22.051691998116016	0.017554156184278913	1.7554156184278913
Right active material	9	28.638699151677443	Intercalation fraction	[]	0.04	0.056910469975256034	0.04000668748577411	0.11058878337628283	0.014879151604024364	26.14484050208283	0.016910469975256033	42.27617493814008
Left active material	9	28.638699151677443	Potential vs Li.	[V]	0.0	0.037350178366838564	0.0372659765799017	0.03751188263684433	1.0808497611638627e-05	0.028938275757283177	0.037350178366838564	0.0
Electrolyte, left electrode	9	28.638699151677443	Potential vs Li.	[V]	-3.6801572266265046	-3.6708008783081074	-3.676077424312252	-3.667183626833131	0.0004187074532529187	0.011406433286175681	0.009356348318397156	-0.2542377333963488
Separator	9	28.638699151677443	Potential vs Li.	[V]	-3.6801572266265046	-3.6787315568757912	-3.6813948093069935	-3.6760120253542428	0.0007828195430792122	0.021279604966432164	0.0014256697507133431	-0.03873937070944695
Electrolyte, right electrode	9	28.638699151677443	Potential vs Li.	[V]	-3.6801572266265046	-3.684609963405326	-3.686795926356944	-3.68134992554803	0.00025657998638882115	0.006963558936682541	-0.004452736778821631	0.12099311264761718
Electrolyte + Separator	9	28.638699151677443	Potential vs Li.	[V]	-3.6801572266265046	-3.6778433076771067	-3.686795926356944	-3.667183626833131	0.009098260842255153	0.24738032811956676	0.0023139189493979195	-0.06287554598636057
Right active material	9	28.638699151677443	Potential vs Li.	[V]	-3.346647603707168	-3.5000941411211812	-3.500110411455434	-3.5000855913943996	1.263580223525731e-06	3.6101321066761236e-05	-0.15344653741401304	4.585082015926515
Left active material	10	36.908301128373225	Intercalation fraction	[]	0.92	0.907697232956718	0.8249235113414736	0.9207829839927297	0.018731756269092105	2.063656865854445	-0.012302767043282037	-1.3372572873132649
Electrolyte, left electrode	10	36.908301128373225	Normalized concentration	[]	1.0	1.2131974681981252	1.0585127069039681	1.3203409296169901	0.012334381908813492	1.016683782494407	0.21319746819812524	21.319746819812522
Separator	10	36.908301128373225	Normalized concentration	[]	1.0	0.9855410676907707	0.9145684738570568	1.0603288307770118	0.02118627981298445	2.1497104998994034	-0.014458932309229344	-1.4458932309229344
Electrolyte, right electrode	10	36.908301128373225	Normalized concentration	[]	1.0	0.8365063362643549	0.7858675208326094	0.9157254610179141	0.006090552836248451	0.7280940468953737	-0.1634936637356451	-16.34936637356451
Electrolyte + Separator	10	36.908301128373225	Normalized concentration	[]	1.0	1.0195695167765833	0.7858675208326094	1.3203409296169901	0.24854369836705562	24.37731751267321	0.01956951677658325	1.9569516776583251
Right active material	10	36.908301128373225	Intercalation fraction	[]	0.04	0.06179347304720978	0.0400695474603938	0.1208730876314857	0.017222207621436964	27.870593401134993	0.02179347304720978	54.48368261802444
Left active material	10	36.908301128373225	Potential vs Li.	[V]	0.0	0.042092818074671946	0.04200889023815256	0.04225428836401377	1.0787305992050808e-05	0.025627426448161687	0.042092818074671946	0.0
Electrolyte, left electrode	10	36.908301128373225	Potential vs Li.	[V]	-3.6801572266265046	-3.670635557422197	-3.6759510582990456	-3.6669717254552103	0.0004229480493890052	0.011522474589813946	0.009521669204307415	-0.2587299568457747
Separator	10	36.908301128373225	Potential vs Li.	[V]	-3.6801572266265046	-3.678605389407304	-3.6812680777787987	-3.6758855649492883	0.0007827514275980202	0.021278483140687532	0.0015518372192007135	-0.042167688053459565
Electrolyte, right electrode	10	36.908301128373225	Potential vs Li.	[V]	-3.6801572266265046	-3.6844494358162994	-3.686597851646918	-3.6812234190668733	0.00025309494691425907	0.006869274536752434	-0.004292209189794782	0.11663113626613525
Electrolyte + Separator	10	36.908301128373225	Potential vs Li.	[V]	-3.6801572266265046	-3.677685322623049	-3.686597851646918	-3.6669717254552103	0.009102390902548784	0.24750325555468275	0.0024719040034555384	-0.06716843469542366
Right active material	10	36.908301128373225	Potential vs Li.	[V]	-3.346647603707168	-3.5035909357724644	-3.5036073658751854	-3.503582209056267	1.2816141369128912e-06	3.6580016343421664e-05	-0.1569433320652962	4.689568507047053
Left active material	11	47.245303599242945	Intercalation fraction	[]	0.92	0.904251565466428	0.8135860353749648	0.9205380127993595	0.02215564299746023	2.450163631845102	-0.015748434533571998	-1.7117863623447822
Electrolyte, left electrode	11	47.245303599242945	Normalized concentration	[]	1.0	1.2310110691381846	1.0601358387600828	1.351754558160177	0.013768449800545667	1.118466774646727	0.2310110691381846	23.10110691381846
Separator	11	47.245303599242945	Normalized concentration	[]	1.0	0.9820620789743711	0.9065118078785449	1.062107003297122	0.022618233567988612	2.303136843609108	-0.017937921025628856	-1.7937921025628856
Electrolyte, right electrode	11	47.245303599242945	Normalized concentration	[]	1.0	0.8236870483472367	0.7698044419302718	0.9077350864670616	0.006472951922832803	0.7858508806003023	-0.17631295165276328	-17.631295165276327
Electrolyte + Separator	11	47.245303599242945	Normalized concentration	[]	1.0	1.0212636299796214	0.7698044419302718	1.351754558160177	0.2688611017910566	26.326317113282645	0.02126362997962139	2.126362997962139
Right active material	11	47.245303599242945	Intercalation fraction	[]	0.04	0.06789722688715195	0.040351338894897226	0.12897503583729644	0.01960787405820923	28.878755373599986	0.027897226887151953	69.74306721787988
Left active material	11	47.245303599242945	Potential vs Li.	[V]	0.0	0.04725505504368763	0.047171350420902355	0.04741633474575699	1.0769984126193924e-05	0.0227911788828333	0.04725505504368763	0.0
Electrolyte, left electrode	11	47.245303599242945	Potential vs Li.	[V]	-3.6801572266265046	-3.6704651143106632	-3.6758140111381192	-3.6667601114662958	0.0004266508434453289	0.01162389043779528	0.009692112315841328	-0.2633613652622611
Separator	11	47.245303599242945	Potential vs Li.	[V]	-3.6801572266265046	-3.678468333604812	-3.681130698107043	-3.6757484453720854	0.0007826633095031314	0.02127688044375731	0.0016888930216927278	-0.04589187139813828
Electrolyte, right electrode	11	47.245303599242945	Potential vs Li.	[V]	-3.6801572266265046	-3.6843395639776677	-3.6865128305892423	-3.681085965708839	0.000255685945678489	0.00693980403375831	-0.0041823373511631345	0.11364561603246946
Electrolyte + Separator	11	47.245303599242945	Potential vs Li.	[V]	-3.6801572266265046	-3.677545581934594	-3.6865128305892423	-3.6667601114662958	0.009142260866818224	0.24859680629733716	0.002611644691910442	-0.07096557378078279
Right active material	11	47.245303599242945	Potential vs Li.	[V]	-3.346647603707168	-3.505925189064838	-3.505941540309121	-3.5059165733586743	1.2716316431107512e-06	3.627092919941241e-05	-0.15927758535766978	4.759317508698373
Left active material	12	58.344575487007106	Intercalation fraction	[]	0.92	0.9005518081705067	0.8026918761633944	0.9203685119154367	0.025500126392910685	2.83161125895702	-0.01944819182949331	-2.1139338945101422
Electrolyte, left electrode	12	58.344575487007106	Normalized concentration	[]	1.0	1.2437576482304777	1.0612706227798376	1.3744706176118302	0.014809605355799694	1.1907147165572933	0.24375764823047774	24.375764823047774
Separator	12	58.344575487007106	Normalized concentration	[]	1.0	0.9797304196886214	0.9010931251799276	1.0633498926493656	0.023586928686213524	2.4074917152917377	-0.0202695803113786	-2.02695803113786
Electrolyte, right electrode	12	58.344575487007106	Normalized concentration	[]	1.0	0.8144557424145581	0.7576763107156615	0.9023692596203107	0.00679514845160463	0.8343177041706245	-0.1855442575854419	-18.55442575854419
