Task name	Time[s]	Time x core[s]	Time x core and per verteces[s]
Mesh import+partition	1.352597951889038	48.69352626800537	6.721122765551443e-05
Mesh export+bounds	0.9734771251678467	35.04517650604248	4.837253567160463e-05
Mark facets	0.9986650943756104	35.95194339752197	4.9624137694392534e-05
Mark volumes	0.47919392585754395	17.250981330871582	2.381137129253412e-05
Cells volume and Facets area	1.1576969623565674	41.677090644836426	5.7526505924672596e-05
Multi-scale electrolyte	0.7355010509490967	26.47803783416748	3.6547392746802874e-05
Volume calculation	0.07417011260986328	2.670124053955078	3.685547739366692e-06
Surface calculation	0.14837908744812012	5.341647148132324	7.373026561119035e-06
Vertices coordinnates at the interfaces	0.9213888645172119	33.16999912261963	4.5784245529748206e-05
Node identification at the interfaces	0.09829902648925781	3.5387649536132812	4.884524805362818e-06
Node identification in the volumes	0.8229601383209229	29.626564979553223	4.089327588501242e-05
Loading profile	2.3643178939819336	85.11544418334961	0.00011748406686591111
Fields initialization	0.22112298011779785	7.960427284240723	1.0987704761645476e-05
Building bounding box tree	0.07148098945617676	2.5733156204223633	3.551923946558401e-06
Left solid domain: opposite fields	0.0075130462646484375	0.27046966552734375	3.733267983841539e-07
Right solid domain: opposite fields	0.007862091064453125	0.2830352783203125	3.906709984614071e-07
Electrolyte domain: opposite fields	0.01796698570251465	0.6468114852905273	8.927879601241259e-07
Left interface field(s) (solid side)	0.05103111267089844	1.8371200561523438	2.5357599621142518e-06
Right interface field(s) (solid side)	0.10030484199523926	3.6109743118286133	4.9841947201510226e-06
All interfaces field(s) (electrolyte side)	0.15207290649414062	5.4746246337890625	7.556574164805431e-06
Var. formulation + Jacobians (left AM)	0.010615825653076172	0.3821697235107422	5.275053638249821e-07
Var. formulation + Jacobians (electrolyte)	0.0205841064453125	0.74102783203125	1.0228339193099235e-06
Var. formulation + Jacobians (right AM)	0.011850118637084961	0.4266042709350586	5.888379620489846e-07
