Time step	Time[s]	Direction	Position[m]	Min	Mean	Max	Std
1.0	1.1099271887764162	0.0	0.0	0.0	0.0	0.0	0.0
1.0	1.1099271887764162	0.0	4e-07	0.0	0.0	0.0	0.0
1.0	1.1099271887764162	0.0	8e-07	0.0	0.0	0.0	0.0
1.0	1.1099271887764162	0.0	1.2000000000000002e-06	0.0	0.0	0.0	0.0
1.0	1.1099271887764162	0.0	1.6e-06	0.0	0.0	0.0	0.0
1.0	1.1099271887764162	0.0	2e-06	0.0	0.0	0.0	0.0
1.0	1.1099271887764162	0.0	2.4000000000000003e-06	0.0	0.0	0.0	0.0
1.0	1.1099271887764162	0.0	2.8000000000000003e-06	0.0	0.0	0.0	0.0
1.0	1.1099271887764162	0.0	3.2e-06	0.0	0.0	0.0	0.0
1.0	1.1099271887764162	0.0	3.6e-06	0.0	0.0	0.0	0.0
1.0	1.1099271887764162	0.0	4e-06	0.0	0.0	0.0	0.0
1.0	1.1099271887764162	0.0	4.4e-06	0.0	0.0	0.0	0.0
1.0	1.1099271887764162	0.0	4.800000000000001e-06	0.0	0.0	0.0	0.0
1.0	1.1099271887764162	0.0	5.2e-06	0.0	0.0	0.0	0.0
1.0	1.1099271887764162	0.0	5.600000000000001e-06	0.0	0.0	0.0	0.0
1.0	1.1099271887764162	0.0	6e-06	0.0	0.0	0.0	0.0
1.0	1.1099271887764162	0.0	6.4e-06	0.0	0.0	0.0	0.0
1.0	1.1099271887764162	0.0	6.8e-06	0.0	0.0	0.0	0.0
1.0	1.1099271887764162	0.0	7.2e-06	0.0	0.0	0.0	0.0
1.0	1.1099271887764162	0.0	7.6e-06	0.0	0.0	0.0	0.0
1.0	1.1099271887764162	0.0	8e-06	0.0	0.0	0.0	0.0
1.0	1.1099271887764162	0.0	8.4e-06	0.0	0.0	0.0	0.0
1.0	1.1099271887764162	0.0	8.8e-06	0.0	0.0	0.0	0.0
1.0	1.1099271887764162	0.0	9.2e-06	0.0	0.0	0.0	0.0
1.0	1.1099271887764162	0.0	9.600000000000001e-06	0.0	0.0	0.0	0.0
1.0	1.1099271887764162	0.0	9.999999999999999e-06	0.0	0.0	0.0	0.0
1.0	1.1099271887764162	0.0	1.04e-05	0.0	0.0	0.0	0.0
1.0	1.1099271887764162	0.0	1.08e-05	0.0	0.0	0.0	0.0
1.0	1.1099271887764162	0.0	1.1200000000000001e-05	0.0	0.0	0.0	0.0
1.0	1.1099271887764162	0.0	1.16e-05	0.0	0.0	0.0	0.0
1.0	1.1099271887764162	0.0	1.2e-05	0.0	0.0	0.0	0.0
1.0	1.1099271887764162	0.0	1.24e-05	0.0	0.0	0.0	0.0
1.0	1.1099271887764162	0.0	1.28e-05	0.0	0.0	0.0	0.0
1.0	1.1099271887764162	0.0	1.32e-05	0.0	0.0	0.0	0.0
1.0	1.1099271887764162	0.0	1.36e-05	0.0	0.0	0.0	0.0
1.0	1.1099271887764162	0.0	1.4e-05	0.0	0.0	0.0	0.0
1.0	1.1099271887764162	0.0	1.44e-05	0.0	0.0	0.0	0.0
1.0	1.1099271887764162	0.0	1.48e-05	0.0	0.0	0.0	0.0
1.0	1.1099271887764162	0.0	1.52e-05	0.0	0.0	0.0	0.0
1.0	1.1099271887764162	0.0	1.56e-05	0.0	0.0	0.0	0.0
1.0	1.1099271887764162	0.0	1.6e-05	0.0	0.0	0.0	0.0
1.0	1.1099271887764162	0.0	1.6400000000000002e-05	0.0	0.0	0.0	0.0
1.0	1.1099271887764162	0.0	1.68e-05	0.0	0.0	0.0	0.0
