Domain	Iteration	Time[s]	Avg. Step time[s]	Avg. C-rate	Avg. C-rate slope[s.-1]	Avg. OCP slope [V]	Avg. CPU time per solve [s]	Avg. CPU time per solve x core[s]	Avg. CPU time per solve x core and per dof[s]
Electrolyte_w_sep	11	47.245303599242945	5.516230088500855	1.1999999999999997	0.0	4.896452108057757	1.24102321267128	44.67683565616608	6.474903718284938e-05
R_material	11	47.245303599242945	5.516230088500855	1.1999999999999997	0.0	4.896452108057757	0.4477191209793091	16.11788835525513	4.792198383537632e-05
L_material	11	47.245303599242945	5.516230088500855	1.1999999999999997	0.0	4.896452108057757	0.4576139748096466	16.474103093147278	4.8981087641963034e-05
Electrolyte_w_sep	12	58.344575487007106	6.160427219185082	1.1999999999999997	0.0	4.750203260691766	1.2612331244680617	45.40439248085022	6.580346736355104e-05
R_material	12	58.344575487007106	6.160427219185082	1.1999999999999997	0.0	4.750203260691766	0.4453363312615289	16.03210792541504	4.76669399808972e-05
L_material	12	58.344575487007106	6.160427219185082	1.1999999999999997	0.0	4.750203260691766	0.4478989972008599	16.124363899230957	4.794123703448622e-05
Electrolyte_w_sep	13	69.44384737477127	6.671342184900159	1.2000000000000002	0.0	4.5757249946841	1.2628653874764075	45.46315394915067	6.588862891181256e-05
R_material	13	69.44384737477127	6.671342184900159	1.2000000000000002	0.0	4.5757249946841	0.44931000959677775	16.175160345484	4.809226590517815e-05
L_material	13	69.44384737477127	6.671342184900159	1.2000000000000002	0.0	4.5757249946841	0.45099605505283064	16.2358579819019	4.827273316535221e-05
Electrolyte_w_sep	14	80.54311926253543	7.086460594543659	1.2	0.0	4.364583334651183	1.2596296001883114	45.34666560677921	6.571980522721624e-05
R_material	14	80.54311926253543	7.086460594543659	1.2	0.0	4.364583334651183	0.44762765587150277	16.1145956113741	4.791219379244e-05
L_material	14	80.54311926253543	7.086460594543659	1.2	0.0	4.364583334651183	0.44777672431048227	16.119962075177362	4.7928149455239294e-05
Electrolyte_w_sep	15	91.64239115029959	7.430415848248274	1.2000000000000002	0.0	4.121007201483361	1.2602273792028427	45.36818565130233	6.575099369753962e-05
R_material	15	91.64239115029959	7.430415848248274	1.2000000000000002	0.0	4.121007201483361	0.4527675382206949	16.299631375945015	4.846234532118184e-05
L_material	15	91.64239115029959	7.430415848248274	1.2000000000000002	0.0	4.121007201483361	0.44820365905761717	16.135331726074217	4.7973846766549575e-05
Electrolyte_w_sep	16	102.74166303806375	7.720062377683742	1.2000000000000004	0.0	3.8687688784112826	1.2588766839193262	45.31956062109574	6.568052263926919e-05
R_material	16	102.74166303806375	7.720062377683742	1.2000000000000004	0.0	3.8687688784112826	0.4579128676121778	16.4848632340384	4.901307987856905e-05
L_material	16	102.74166303806375	7.720062377683742	1.2000000000000004	0.0	3.8687688784112826	0.4512047845384349	16.243372243383657	4.8295074697277895e-05
Electrolyte_w_sep	17	113.84093492582791	7.967321610128648	1.2000000000000002	0.0	3.638597551709568	1.259554801078943	45.34397283884195	6.571590266498833e-05
R_material	17	113.84093492582791	7.967321610128648	1.2000000000000002	0.0	3.638597551709568	0.4762064545555452	17.14343236399963	5.097114898196931e-05
L_material	17	113.84093492582791	7.967321610128648	1.2000000000000002	0.0	3.638597551709568	0.456767526956705	16.44363097044138	4.8890487400817576e-05
Electrolyte_w_sep	18	124.94020681359207	8.18086367451289	1.2000000000000002	0.0	3.447188402203253	1.2620094665165604	45.43234079459617	6.584397216608141e-05
R_material	18	124.94020681359207	8.18086367451289	1.2000000000000002	0.0	3.447188402203253	0.4887947311401367	17.59661032104492	5.2318545505223705e-05
L_material	18	124.94020681359207	8.18086367451289	1.2000000000000002	0.0	3.447188402203253	0.4737113775878117	17.05360959316122	5.0704086369467494e-05
Electrolyte_w_sep	19	136.03947870135624	8.367145049826803	1.2000000000000004	0.0	3.2927887550013932	1.262045405805111	45.43363460898399	6.58458472593971e-05
R_material	19	136.03947870135624	8.367145049826803	1.2000000000000004	0.0	3.2927887550013932	0.49895355301181765	17.962327908425436	5.340590334791826e-05
L_material	19	136.03947870135624	8.367145049826803	1.2000000000000004	0.0	3.2927887550013932	0.4811076484620571	17.319875344634056	5.149575229720891e-05
Electrolyte_w_sep	20	147.1387505891204	8.53107266010304	1.2000000000000002	0.0	3.1656524729039575	1.2621938739504133	45.438979462214874	6.585359342349981e-05
R_material	20	147.1387505891204	8.53107266010304	1.2000000000000002	0.0	3.1656524729039575	0.5112377269156028	18.4045581689617	5.472074999096647e-05
L_material	20	147.1387505891204	8.53107266010304	1.2000000000000002	0.0	3.1656524729039575	0.4864677497318813	17.512838990347728	5.206947513899115e-05
Electrolyte_w_sep	21	158.23802247688457	8.676442427706503	1.2000000000000004	0.0	3.05682368811204	1.2627045841593492	45.45736502973657	6.588023917353127e-05
R_material	21	158.23802247688457	8.676442427706503	1.2000000000000004	0.0	3.05682368811204	0.5182546917696177	18.657168903706236	5.5471816587300306e-05
L_material	21	158.23802247688457	8.676442427706503	1.2000000000000004	0.0	3.05682368811204	0.4843580079706092	17.43688828694193	5.184365719679704e-05
Electrolyte_w_sep	22	169.33729436464873	8.806236863066733	1.2	0.0	2.9605624864651587	1.2632509469985962	45.47703409194946	6.590874506079632e-05
R_material	22	169.33729436464873	8.806236863066733	1.2	0.0	2.9605624864651587	0.5205171907568253	18.738618867245712	5.571398502463522e-05
L_material	22	169.33729436464873	8.806236863066733	1.2	0.0	2.9605624864651587	0.48332756176227476	17.399792223441892	5.173336254056031e-05
Electrolyte_w_sep	23	180.4365662524129	8.922831864322534	1.2000000000000002	0.0	2.87367397775284	1.2634632899002596	45.48467843640935	6.591982382088311e-05
R_material	23	180.4365662524129	8.922831864322534	1.2000000000000002	0.0	2.87367397775284	0.5261438666163264	18.94117919818775	5.631624089656698e-05
L_material	23	180.4365662524129	8.922831864322534	1.2000000000000002	0.0	2.87367397775284	0.48198250884359534	17.351370318369433	5.158939369668853e-05
Electrolyte_w_sep	24	191.53583814017705	9.028143478360034	1.2000000000000004	0.0	2.7943900584904955	1.2622480785593073	45.440930828135066	6.585642149005082e-05
R_material	24	191.53583814017705	9.028143478360034	1.2000000000000004	0.0	2.7943900584904955	0.5247264102025686	18.890150767292468	5.616452228513293e-05
L_material	24	191.53583814017705	9.028143478360034	1.2000000000000004	0.0	2.7943900584904955	0.47850895562070483	17.226322402345374	5.1217599074572374e-05
Electrolyte_w_sep	25	202.6351100279412	9.12373402033253	1.2	0.0	2.721607977283665	1.2607609009742737	45.387392435073856	6.577882961604907e-05
R_material	25	202.6351100279412	9.12373402033253	1.2	0.0	2.721607977283665	0.5263643105064283	18.94911517823142	5.633983628939935e-05
L_material	25	202.6351100279412	9.12373402033253	1.2	0.0	2.721607977283665	0.47582820296287537	17.129815306663513	5.093066251208171e-05
Electrolyte_w_sep	26	213.73438191570537	9.21089010271922	1.2000000000000002	0.0	2.6544964578253665	1.260300799360815	45.37082877698934	6.575482431447731e-05
